순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
33,국내도서,슬램덩크 챔프,307901966 ,9791169792974 ,,이노우에 다케히코 지음,대원씨아이(만화),20230106,"15,000","13,500",750점,10610,만화
34,국내도서,슬램덩크 신장재편판 7,166255069 ,9791133487578 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20180918,"7,500","6,750",370점,20526,만화
35,국내도서,슬램덩크 신장재편판 9,166255193 ,9791133487592 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20180918,"7,500","6,750",370점,20177,만화
36,국내도서,슬램덩크 신장재편판 15,172142169 ,9791133487653 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20181114,"7,500","6,750",370점,19855,만화
37,국내도서,슬램덩크 신장재편판 8,166255137 ,9791133487585 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20180918,"7,500","6,750",370점,20245,만화
38,국내도서,슬램덩크 신장재편판 10,166255255 ,9791133487608 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20180918,"7,000","6,300",350점,19975,만화
39,국내도서,디케의 눈물,323549822 ,9791130645469 ,3800,조국 지음,다산북스,20230830,"18,800","16,920",940점,14425,사회과학
40,국내도서,슬램덩크 신장재편판 11,169566506 ,9791133487615 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20181010,"7,000","6,300",350점,19996,만화
41,국내도서,슬램덩크 신장재편판 13,169566617 ,9791133487639 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20181010,"6,500","5,850",320점,19693,만화
42,국내도서,슬램덩크 신장재편판 12,169566585 ,9791133487622 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20181010,"7,000","6,300",350점,19714,만화
43,국내도서,슬램덩크 신장재편판 14,169566724 ,9791133487646 ,7830,이노우에 타케히코 지음,대원씨아이(만화),20181010,"7,000","6,300",350점,19585,만화
44,국내도서,하늘과 바람과 별과 인간,316008497 ,9791166891496 ,3400,김상욱 지음,바다출판사,20230526,"17,800","16,020",890점,23549,과학
45,국내도서,스즈메의 문단속,308764211 ,9791169791977 ,3830,"신카이 마코토 지음, 민경욱 옮김",대원씨아이(단행본),20230113,"13,000","11,700",650점,12295,소설/시/희곡
46,국내도서,당신도 느리게 나이 들 수 있습니다,307204828 ,9791140702589 ,3510,정희원 지음,더퀘스트,20230117,"17,800","16,020",890점,21446,인문학
47,국내도서,사이토 히토리의 1퍼센트 부자의 법칙,310359862 ,9791197389450 ,3190,"사이토 히토리 지음, 김진아 옮김",나비스쿨,20230130,"17,000","15,300",850점,15751,자기계발
48,국내도서,장하준의 경제학 레시피,313370501 ,9788960519794 ,3320,"장하준 지음, 김희정 옮김",부키,20230330,"18,000","16,200",900점,12376,경제경영
49,국내도서,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,318630327 ,9791192625553 ,3100,"아르투어 쇼펜하우어 지음, 김욱 옮김",포레스트북스,20230612,"17,500","15,750",870점,16576,인문학
50,국내도서,1%를 읽는 힘,322894586 ,9791158512767 ,3320,메르 지음,토네이도,20230830,"22,000","19,800","1,100점",18843,경제경영
51,국내도서,불편한 편의점 2 (단풍 에디션),303706448 ,9791161571379 ,3810,김호연 지음,나무옆의자,20220810,"14,000","12,600",700점,46859,소설/시/희곡
52,국내도서,키위엔 영어회화 하루 5분의 기적,305391378 ,9791198002907 ,13740,박강준 지음,키위엔,20221205,"19,500","17,550",970점,37913,외국어
53,국내도서,만일 내가 인생을 다시 산다면,303969458 ,9791190538510 ,3180,김혜남 지음,메이븐,20221111,"17,200","15,480",860점,18251,인문학
54,국내도서,불편한 편의점 (벚꽃 에디션),290457417 ,9791161571188 ,3810,김호연 지음,나무옆의자,20210420,"14,000","12,600",700점,171637,소설/시/희곡
55,국내도서,2023 제14회 젊은작가상 수상작품집,314401310 ,9788954691741 ,3810,이미상 외 지음,문학동네,20230405,"14,000","12,600",700점,11548,소설/시/희곡
56,국내도서,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,302583748 ,9791158773120 ,3510,조승우 지음,바이북스,20221020,"19,000","17,100",950점,15742,건강/취미
57,국내도서,K 배터리 레볼루션,309366101 ,9791191521221 ,3320,박순혁 지음,지와인,20230220,"19,000","17,100",950점,8899,경제경영
58,국내도서,생에 감사해,306578793 ,9791190382915 ,3810,김혜자 지음,수오서재,20221222,"17,000","15,300",850점,10155,에세이
59,국내도서,해커스 토익 RC Reading(리딩) 기본서,306403048 ,9788965424765 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240819,"18,800","16,920",940점,62539,외국어
60,국내도서,스튜디오 지브리 입체건축전 도록 (복각판),320430875 ,9791141108601 ,,스튜디오 지브리 지음,학산문화사(만화),20230711,"30,000","27,000","1,500점",12542,예술/대중문화
61,국내도서,시대예보: 핵개인의 시대,324625656 ,9791170610359 ,3320,송길영 지음,교보문고(단행본),20230925,"21,000","18,900","1,050점",29057,경제경영
62,국내도서,데미안 (오리지널 초판본 표지디자인),98710881 ,9791187011590 ,4850,"헤르만 헤세 지음, 이미영 옮김, 김선형",코너스톤,20170101,"3,200","2,880",160점,85687,소설/시/희곡
63,국내도서,참을 수 없는 존재의 가벼움,152511699 ,9788937437564 ,3860,"밀란 쿤데라 지음, 이재룡 옮김",민음사,20180620,"17,000","15,300",850점,46641,소설/시/희곡
64,국내도서,타이탄의 도구들 (블랙 에디션),297142104 ,9791158510619 ,3190,"팀 페리스 지음, 박선령.정지현 옮김",토네이도,20220622,"18,000","16,200",900점,55977,자기계발
65,국내도서,도파민네이션,291250560 ,9788965965046 ,3180,"애나 렘키 지음, 김두완 옮김",흐름출판,20220321,"18,000","16,200",900점,29015,인문학
66,국내도서,더 마인드,327653374 ,9788901276571 ,3190,하와이 대저택 지음,웅진지식하우스,20231120,"19,800","17,820",990점,25079,자기계발
67,국내도서,아메리칸 프로메테우스 (특별판),318920376 ,9791192908236 ,93990,"카이 버드.마틴 셔윈 지음, 최형섭 옮김",사이언스북스,20230612,"25,000","22,500","1,250점",8550,과학
68,국내도서,진짜 쓰는 실무 엑셀,288198356 ,9791191600704 ,13000,오빠두(전진권) 지음,제이펍,20220215,"21,000","18,900","1,050점",74318,컴퓨터/모바일
69,국내도서,남에게 보여주려고 인생을 낭비하지 마라,326484595 ,9791169850445 ,3100,"아르투어 쇼펜하우어 지음, 박제헌 옮김",페이지2(page2),20231030,"17,500","15,750",870점,53133,인문학
70,국내도서,슬램덩크 그로부터 10일 후 (SLAM DUNK 10 DAYS AFTER),1008484 ,9788925218809 ,7650,이노우에 다케히코 그림,대원씨아이(만화),20071115,"15,000","13,500",750점,10374,만화
71,국내도서,모순,25843736 ,9788998441012 ,3810,양귀자 지음,쓰다,20130401,"13,000","11,700",650점,228991,소설/시/희곡
72,국내도서,흔한남매 13,315275569 ,9791168415232 ,77810,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20230425,"14,500","13,050",720점,11140,어린이
73,국내도서,지적 대화를 위한 넓고 얕은 지식 1,228727924 ,9791190313186 ,3100,채사장 지음,웨일북,20200201,"19,000","17,100",950점,66447,인문학
74,국내도서,주술회전 22 (초판한정 스페셜 일러스트 카드 + 선착순 한정 옷코츠 유타 포토 카드 포함 특장판),316015232 ,,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20230531,"6,000","5,400",300점,5979,만화
75,국내도서,긴긴밤,263027170 ,9788954677158 ,73810,루리 지음,문학동네,20210203,"12,500","11,250",620점,139181,어린이
76,국내도서,꿀벌의 예언 1,318776489 ,9788932923413 ,4860,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20230620,"16,800","15,120",840점,10381,소설/시/희곡
77,국내도서,부자 아빠 가난한 아빠 1 (20주년 특별 기념판),134925661 ,9791158883591 ,3320,"로버트 기요사키 지음, 안진환 옮김",민음인,20180222,"17,000","15,300",850점,65210,경제경영
78,국내도서,고양이 해결사 깜냥 5,311922147 ,9788936448370 ,73810,"홍민정 지음, 김재희 그림",창비,20230222,"12,000","10,800",600점,15000,어린이
79,국내도서,미스터 프레지던트,308439707 ,9791157062805 ,3300,탁현민 지음,메디치미디어,20230118,"22,000","19,800","1,100점",6599,사회과학
80,국내도서,이기적 유전자,170482558 ,9788932473901 ,3470,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,20181020,"20,000","18,000","1,000점",110913,과학
81,국내도서,데일 카네기 인간관계론 (50만부 돌파 초판 무삭제 완역본),209457983 ,9791187142560 ,3320,"데일 카네기 지음, 임상훈 옮김",현대지성,20191007,"11,500","10,350",570점,78221,자기계발
82,국내도서,마케팅 설계자,307077764 ,9791155815656 ,3320,"러셀 브런슨 지음, 이경식 옮김",윌북,20221230,"24,800","22,320","1,240점",20802,경제경영
83,국내도서,이토록 평범한 미래,302118006 ,9788954680004 ,3810,김연수 지음,문학동네,20221007,"14,000","12,600",700점,18908,소설/시/희곡
84,국내도서,무조건 합격하는 암기의 기술,308188901 ,9791140702725 ,3190,이윤규 지음,더퀘스트,20230111,"18,800","16,920",940점,11316,자기계발
85,국내도서,스카이 버스,308125425 ,9791130696393 ,3370,분당강쌤 지음,다산에듀,20230103,"18,000","16,200",900점,6578,좋은부모
86,국내도서,기적의 자세요정,326280900 ,9791130646664 ,13510,자세요정 지음,다산라이프,20231012,"22,000","19,800","1,100점",9154,건강/취미
87,국내도서,여학교의 별 3,316732827 ,9788954692991 ,7830,"와야마 야마 지음, 현승희 옮김",문학동네,20230525,"8,500","7,650",420점,20452,만화
88,국내도서,바다가 들리는 편의점,313996770 ,9791192579504 ,3830,"마치다 소노코 지음, 황국영 옮김",모모,20230324,"16,000","14,400",800점,20344,소설/시/희곡
89,국내도서,EBS 다큐프라임 자본주의,31642609 ,9788957365793 ,3320,EBS 자본주의 제작팀 지음,가나출판사,20130927,"22,000","19,800","1,100점",77574,경제경영
90,국내도서,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",274077938 ,9791191043297 ,3830,"이치조 미사키 지음, 권영주 옮김",모모,20210621,"14,000","12,600",700점,41191,소설/시/희곡
91,국내도서,체인소 맨 12,309270026 ,9791169475808 ,,후지모토 타츠키 지음,학산문화사(만화),20230120,"6,000","5,400",300점,9145,만화
92,국내도서,해커스 토익 LC Listening(리스닝) 기본서,306405534 ,9788965424772 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240819,"18,800","16,920",940점,48750,외국어
93,국내도서,코스모스,870950 ,9788983711892 ,3400,"칼 세이건 지음, 홍승수 옮김",사이언스북스,20061220,"19,900","17,910",990점,140244,과학
94,국내도서,역행자 확장판,317300995 ,9788901272580 ,3320,자청 지음,웅진지식하우스,20230529,"19,500","17,550",970점,45403,자기계발
95,국내도서,"그대들, 어떻게 살 것인가",17945530 ,9788963720654 ,3830,"요시노 겐자부로 지음, 김욱 옮김",양철북,20120615,"15,000","13,500",750점,15762,청소년
96,국내도서,아기 판다 푸바오,275881774 ,9791165796396 ,3810,"에버랜드 동물원 지음, 강철원(에버랜드 동물원) 글, 류정훈(에버랜드 커뮤니케이션 그룹) ",시공주니어,20210720,"18,000","16,200",900점,9781,에세이
97,국내도서,부자의 그릇,258159865 ,9791130633619 ,13320,"이즈미 마사토 지음, 김윤수 옮김",다산북스,20201214,"15,000","13,500",750점,23638,경제경영
98,국내도서,요즘 어른을 위한 최소한의 세계사,324474510 ,9791193128428 ,3900,"임소미 지음, 김봉중 감수",빅피시,20230922,"18,800","16,920",940점,21568,역사
99,국내도서,부의 추월차선 (10주년 스페셜 에디션),287238196 ,9791187444725 ,13320,"엠제이 드마코 지음, 신소영 옮김",토트,20220204,"17,500","15,750",870점,37592,경제경영
100,국내도서,ETS 토익기출 파트별 VOCA 보카,307463655 ,9788917237481 ,13740,ETS 지음,(주)YBM(와이비엠),20221223,"13,000","11,700",650점,60067,외국어
101,국내도서,유연함의 힘,316298098 ,9791192389073 ,3320,"수잔 애쉬포드 지음, 김정혜 옮김",상상스퀘어,20230510,"22,000","19,800","1,100점",11120,자기계발
102,국내도서,원피스 104,309335749 ,9791169791526 ,,오다 에이치로 지음,대원씨아이(만화),20230206,"5,500","4,950",270점,10124,만화
103,국내도서,유현준의 인문 건축 기행,317046730 ,9788932474892 ,3540,유현준 지음,을유문화사,20230530,"19,500","17,550",970점,16339,인문학
104,국내도서,각각의 계절,315992660 ,9788954692526 ,3810,권여선 지음,문학동네,20230507,"15,000","13,500",750점,16499,소설/시/희곡
105,국내도서,영어 필사 100일의 기적,282587324 ,9791166831515 ,13740,퍼포먼스 코치 리아 지음,넥서스,20211110,"15,000","13,500",750점,24208,외국어
106,국내도서,브라질에 비가 내리면 스타벅스 주식을 사라,292985943 ,9791188754588 ,3320,"피터 나바로 지음, 이창식 옮김, 윤지호 감수",에프엔미디어,20220425,"18,000","16,200",900점,14323,경제경영
107,국내도서,꿀벌의 예언 2,318776504 ,9788932923420 ,4860,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20230620,"16,800","15,120",840점,9122,소설/시/희곡
108,국내도서,일본어 무작정 따라하기 완전판,298773222 ,9791165219956 ,3730,후지이 아사리 지음,길벗이지톡,20220805,"26,000","23,400","1,300점",78320,외국어
109,국내도서,우리는 모두 죽는다는 것을 기억하라,215334054 ,9791158511586 ,3190,"웨인 W. 다이어 지음, 정지현 옮김",토네이도,20191118,"17,000","15,300",850점,18697,자기계발
110,국내도서,그릿 GRIT (골드 에디션),306575678 ,9791162540633 ,3190,"앤절라 더크워스 지음, 김미정 옮김",비즈니스북스,20221215,"18,000","16,200",900점,64536,자기계발
111,국내도서,김재우의 영어회화 100,319980215 ,9791192389172 ,13740,김재우 지음,상상스퀘어,20230705,"22,000","19,800","1,100점",36247,외국어
112,국내도서,이은경쌤의 초등어휘일력 365 (스프링),303291088 ,9791192625300 ,12590,이은경 지음,포레스트북스,20221028,"18,800","16,920",940점,33696,좋은부모
113,국내도서,해커스 일본어 첫걸음 : 기초 20일 독학 완성!,274708878 ,9788965424215 ,13730,해커스JLPT연구소 지음,해커스어학연구소(Hackers),20240507,"13,900","12,510",690점,48950,외국어
114,국내도서,눈부신 안부,316886280 ,9788954699372 ,3810,백수린 지음,문학동네,20230524,"16,000","14,400",800점,15288,소설/시/희곡
115,국내도서,흔한남매 14,324597440 ,9791168416369 ,77810,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20230921,"14,500","13,050",720점,14233,어린이
116,국내도서,최애의 아이 10,316987383 ,9791170620563 ,,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),20230530,"6,000","5,400",300점,6935,만화
117,국내도서,레버리지 (20만 부 기념 블랙에디션),310646900 ,9791130697246 ,13320,"롭 무어 지음, 김유미 옮김",다산북스,20230215,"18,000","16,200",900점,36830,자기계발
118,국내도서,나는 앞으로 몇 번의 보름달을 볼 수 있을까,319597512 ,9791168126541 ,3830,"류이치 사카모토 (Ryuichi Sakamoto) 저자, 황국영 역자",위즈덤하우스,20230628,"20,000","18,000","1,000점",12125,에세이
119,국내도서,구의 증명,315614621 ,9791167372864 ,3810,최진영 지음,은행나무,20230426,"12,000","10,800",600점,58452,소설/시/희곡
120,국내도서,회복탄력성 (15만부 기념 리커버),187544571 ,9791189938772 ,13320,김주환 지음,위즈덤하우스,20190329,"14,800","13,320",740점,40438,자기계발
121,국내도서,"푸바오, 매일매일 행복해",324297343 ,9791171251704 ,3810,"강철원(에버랜드 동물원) 지음, 류정훈(에버랜드 커뮤니케이션 그룹) 사진",시공주니어,20230920,"20,000","18,000","1,000점",9637,에세이
122,국내도서,히카루가 죽은 여름 1,311984400 ,9791127867799 ,7830,"모쿠모쿠렌 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),20230320,"6,000","5,400",300점,14374,만화
123,국내도서,죽음의 수용소에서,242120194 ,9788936811549 ,3180,"빅터 프랭클 지음, 이시형 옮김",청아출판사,20200530,"9,800","8,820",490점,65565,인문학
124,국내도서,수레바퀴 아래서 (오리지널 초판본 표지디자인),98708362 ,9791187011606 ,4850,"헤르만 헤세 지음, 박지희 옮김, 김선형 해설",코너스톤,20170101,"3,200","2,880",160점,36246,소설/시/희곡
125,국내도서,원피스 105,316987590 ,9791170620228 ,7830,오다 에이치로 지음,대원씨아이(만화),20230530,"5,500","4,950",270점,11094,만화
126,국내도서,데일 카네기 자기관리론,260572840 ,9791191280333 ,3320,"데일 카네기 지음, 임상훈 옮김",현대지성,20210113,"11,500","10,350",570점,41928,자기계발
127,국내도서,슈퍼노멀,323084340 ,9788901274379 ,3190,주언규 지음,웅진지식하우스,20230830,"19,500","17,550",970점,10945,자기계발
128,국내도서,전지적 푸바오 시점,328065875 ,9791171710102 ,3810,"송영관 지음, 송영관.류정훈 사진",위즈덤하우스,20231115,"22,000","19,800","1,100점",15414,에세이
129,국내도서,내가 가진 것을 세상이 원하게 하라,314952342 ,9791167140609 ,3320,최인아 지음,해냄,20230419,"17,500","15,750",870점,13785,자기계발
130,국내도서,돈은 좋지만 재테크는 겁나는 너에게,309212423 ,9788960306134 ,3320,뿅글이 지음,황금부엉이,20230201,"16,500","14,850",820점,16901,경제경영
131,국내도서,우리 아기 오감발달 동물농장 사운드북,142232791 ,8809264180921 ,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20180411,"19,800","15,840",590점,40577,유아
132,국내도서,일론 머스크,323119574 ,9791171170418 ,3320,"월터 아이작슨 지음, 안진환 옮김",21세기북스,20230913,"38,000","34,200","1,900점",15992,경제경영
133,국내도서,너무나 많은 여름이,319554350 ,9791196722012 ,3810,김연수 지음,레제,20230626,"16,000","14,400",800점,13162,소설/시/희곡
134,국내도서,클래식 뮤지컬 차이콥스키의 발레곡 호두까기 인형 사운드북,255076408 ,8809264181515 ,1,"피오나 와트 지음, 올가 데미도바 그림",어스본코리아,20201105,"19,800","15,840",590점,43256,유아
135,국내도서,나의 돈 많은 고등학교 친구,315155324 ,9791165347161 ,3320,송희구 지음,서삼독,20230428,"18,000","16,200",900점,15277,자기계발
136,국내도서,파친코 2,294964187 ,9791168340541 ,4840,"이민진 지음, 신승미 옮김",인플루엔셜(주),20220825,"15,800","14,220",790점,37871,소설/시/희곡
137,국내도서,최애의 아이 9,311968244 ,9791169793292 ,,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),20230227,"6,000","5,400",300점,6151,만화
138,국내도서,아주 작은 습관의 힘,182285146 ,9791162540640 ,3190,"제임스 클리어 지음, 이한이 옮김",비즈니스북스,20190226,"16,000","14,400",800점,65623,자기계발
139,국내도서,맡겨진 소녀,315552626 ,9791130698199 ,3840,"클레어 키건 지음, 허진 옮김",다산책방,20230426,"13,000","11,700",650점,75645,소설/시/희곡
140,국내도서,"설자은, 금성으로 돌아오다",326492603 ,9788954695978 ,3810,정세랑 지음,문학동네,20231030,"16,800","15,120",840점,17469,소설/시/희곡
141,국내도서,주식 시세의 비밀,310602521 ,9791197871269 ,3320,정재호 지음,프런트페이지,20230220,"22,000","19,800","1,100점",6933,경제경영
142,국내도서,당신은 결국 무엇이든 해내는 사람 (특별 리커버 에디션),311005527 ,9791188469994 ,3810,김상현 지음,필름(Feelm),20220420,"17,000","15,300",850점,30971,에세이
143,국내도서,거의 모든 일상 표현의 영어,303885495 ,9788960499751 ,14740,케빈 강.해나 변 지음,사람in,20221101,"20,000","18,000","1,000점",19004,외국어
144,국내도서,아침 그리고 저녁,200278468 ,9788954657129 ,3850,"욘 포세 지음, 박경희 옮김",문학동네,20190726,"12,500","11,250",620점,18062,소설/시/희곡
145,국내도서,태양 왕 수바: 수박의 전설,316425945 ,9788901271323 ,74800,이지은 지음,웅진주니어,20230515,"16,800","15,120",840점,11617,유아
146,국내도서,고양이 해결사 깜냥 6,327565230 ,9788936448523 ,73810,"홍민정 지음, 김재희 그림",창비,20231027,"12,000","10,800",600점,21352,어린이
147,국내도서,흔한남매 과학 탐험대 7 : 생물 1,313256360 ,9788934944546 ,77400,"김덕영 그림, 김언정 외 글, 권경아 감수, 김희목 외 기획, 흔한남매 원작",주니어김영사,20230315,"14,800","13,320",740점,8519,어린이
148,국내도서,"살 때, 팔 때, 벌 때",311661458 ,9788950960667 ,3320,강영현 지음,21세기북스,20230302,"22,000","19,800","1,100점",4374,경제경영
149,국내도서,최애의 아이 11,321292366 ,9791170626459 ,,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),20230731,"6,000","5,400",300점,6875,만화
150,국내도서,총 균 쇠,316294397 ,9788934942467 ,3900,"제레드 다이아몬드 지음, 강주헌 옮김",김영사,20230510,"29,800","26,820","1,490점",51896,인문학
151,국내도서,아주 세속적인 지혜,313123892 ,9791169850179 ,3100,"발타자르 그라시안 지음, 강정선 옮김",페이지2(page2),20230324,"13,500","12,150",670점,23892,자기계발
152,국내도서,인간 실격,491611 ,9788937461033 ,4830,"다자이 오사무 지음, 김춘미 옮김",민음사,20040515,"9,000","8,100",450점,75949,소설/시/희곡
153,국내도서,Stick 스틱! (15주년 기념판),303136144 ,9788901266091 ,3320,"칩 히스.댄 히스 지음, 안진환.박슬라 옮김",웅진지식하우스,20221021,"19,000","17,100",950점,16866,경제경영
154,국내도서,최민준의 아들코칭 백과,323594792 ,9791168127531 ,13590,최민준 지음,위즈덤하우스,20230830,"18,800","16,920",940점,22205,좋은부모
155,국내도서,파친코 1,294963999 ,9791168340510 ,4840,"이민진 지음, 신승미 옮김",인플루엔셜(주),20220727,"15,800","14,220",790점,40326,소설/시/희곡
156,국내도서,ETS 토익 단기 공략 750+ (LC + RC),249196467 ,9788917235944 ,13740,ETS 지음,(주)YBM(와이비엠),20200820,"18,000","16,200",900점,69184,외국어
157,국내도서,마음의 지혜,316727241 ,9791192625508 ,3810,김경일 지음,포레스트북스,20230517,"18,800","16,920",940점,11564,인문학
158,국내도서,작별하지 않는다,278770576 ,9788954682152 ,3810,한강 지음,문학동네,20210909,"16,800","15,120",840점,563938,소설/시/희곡
159,국내도서,백년 허리 2 : 치료편,271247686 ,9791197437311 ,3510,정선근 지음,언탱글링,20210513,"18,500","16,650",920점,42493,건강/취미
160,국내도서,결혼·여름,320866992 ,9791198375308 ,3860,"알베르 카뮈 지음, 장소미 옮김",녹색광선,20230804,"22,000","19,800","1,100점",16734,에세이
161,국내도서,단 한 사람,324968136 ,9791160405750 ,3810,최진영 지음,한겨레출판,20230930,"15,000","13,500",750점,18402,소설/시/희곡
162,국내도서,눈에 갇힌 외딴 산장에서,320896726 ,9791192483191 ,3830,"히가시노 게이고 지음, 김난주 옮김",재인,20230718,"18,800","16,920",940점,10018,소설/시/희곡
163,국내도서,인생의 역사,303286149 ,9791191859379 ,3810,신형철 지음,난다,20221031,"18,000","16,200",900점,27683,에세이
164,국내도서,구의 증명,315614621 ,9791167372864 ,3810,최진영 지음,은행나무,20230426,"12,000","10,800",600점,58452,소설/시/희곡
165,국내도서,유창한 영어회화를 꼭 원하는 분 1,314789670 ,9791192771922 ,3740,강성구 지음,아델북스,20230630,"25,000","22,500","1,250점",7042,외국어
166,국내도서,이토록 공부가 재미있어지는 순간 (50만 부 기념 우리들 에디션),321112084 ,9791130604626 ,13370,박성혁 지음,다산북스,20230801,"18,000","16,200",900점,58692,청소년
167,국내도서,원피스 106,324748700 ,9791171240616 ,,오다 에이치로 지음,대원씨아이(만화),20230925,"5,500","4,950",270점,13940,만화
168,국내도서,조셉 머피 잠재의식의 힘,311329023 ,9791130642116 ,4190,"조셉 머피 지음, 조율리 옮김",다산북스,20230222,"19,000","17,100",950점,8844,자기계발
169,국내도서,최적의 공부 뇌,319579320 ,9791192625577 ,3370,"이케가야 유지 지음, 하현성 옮김",포레스트북스,20230628,"16,800","15,120",840점,9732,청소년
170,국내도서,몰입 확장판,338508992 ,9788925575025 ,3320,황농문 지음,알에이치코리아(RHK),20240501,"25,000","22,500","1,250점",10256,자기계발
171,국내도서,트렌드 코리아 2023,301692224 ,9788959897094 ,13320,김난도 외 지음,미래의창,20221005,"19,000","17,100",950점,22289,경제경영
172,국내도서,최애의 아이 1,313832275 ,9791169796583 ,,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),20210225,"6,000","5,400",300점,6112,만화
173,국내도서,흔한남매 15,329917180 ,9791168417199 ,77810,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20231214,"14,500","13,050",720점,31642,어린이
174,국내도서,지적 대화를 위한 넓고 얕은 지식 2,228728501 ,9791190313193 ,3100,채사장 지음,웨일북,20200201,"19,000","17,100",950점,39057,인문학
175,국내도서,한 권으로 끝내는 해커스 토익 700+ (LC+RC+VOCA),285716191 ,9788965424628 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20230807,"19,800","17,820",990점,40547,외국어
176,국내도서,황금종이 1,328756885 ,9791167140722 ,4810,조정래 지음,해냄,20231121,"18,500","16,650",920점,23925,소설/시/희곡
177,국내도서,설민석의 한국사 대모험 24,311962528 ,9791198179913 ,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230227,"13,000","11,700",650점,5556,어린이
178,국내도서,해커스 토익 실전 1000제 1 RC Reading(리딩) 문제집,306666773 ,9788965425052 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20240812,"11,900","10,710",590점,22118,외국어
179,국내도서,데미안,260084 ,9788937460449 ,4850,"헤르만 헤세 지음, 전영애 옮김",민음사,20001220,"8,000","7,200",400점,101259,소설/시/희곡
180,국내도서,조국의 법고전 산책,304555964 ,9788997780518 ,3100,조국 지음,오마이북,20221109,"22,000","19,800","1,100점",13121,인문학
181,국내도서,지적 대화를 위한 넓고 얕은 지식 : 제로 편,219841523 ,9791190313131 ,3100,채사장 지음,웨일북,20191224,"23,000","20,700","1,150점",47877,인문학
182,국내도서,박태웅의 AI 강의,318305026 ,9791157846764 ,3300,박태웅 지음,한빛비즈,20230620,"16,700","15,030",830점,11400,경제경영
183,국내도서,인스타 브레인,239731193 ,9791157686179 ,3180,"안데르스 한센 지음, 김아영 옮김",동양북스(동양문고),20200515,"15,000","13,500",750점,11911,인문학
184,국내도서,손실 없는 투자원칙,327361515 ,9791198207777 ,3320,남석관 지음,모루,20231030,"20,000","18,000","1,000점",18445,경제경영
185,국내도서,역행자 확장판 (50만 부 기념 유니버스 에디션),327098816 ,9788901272580 ,3320,자청 지음,웅진지식하우스,20231023,"19,500","17,550",970점,62088,자기계발
