title,isbn,writer,publisher,Pub_date,re_price,sa_price,genre
아는 만큼 보인다 : 한 권으로 읽는 나의 문화유산답사기,9788936479381.0,유홍준 지음,창비,20230609.0,"22,000","19,800",인문학
이은경쌤의 사자성어 속담 일력 365 (스프링),9791192625881.0,이은경 지음,포레스트북스,20231028.0,"22,000","19,800",좋은부모
진격의 거인 후회없는 선택 1,9791141157531.0,"스루가 히카루 지음, 이사야마 하지메 원작",학산문화사(만화),20141029.0,"6,000","5,400",만화
JLPT 보카 한권으로 끝내기,9788927711452.0,김성곤 지음,다락원,20160704.0,"17,500","15,750",외국어
고수의 생각법 (10만 부 기념 스페셜 에디션),9791168341111.0,조훈현 지음,인플루엔셜(주),20230623.0,"17,500","15,750",자기계발
백년의 고독 1,9788937460340.0,"가브리엘 가르시아 마르케스 지음, 조구호 옮김",민음사,19991004.0,"10,000","9,000",소설/시/희곡
사카모토 데이즈 5,9791142302398.0,스즈키 유우토 지음,대원씨아이(만화),20220722.0,"6,500","5,850",만화
자기 결정,9788956609249.0,"페터 비에리 지음, 문항심 옮김",은행나무,20150921.0,"9,000","8,100",인문학
밤의 사색,9791189653231.0,"헤르만 헤세 지음, 배명자 옮김",반니,20190525.0,"11,500","10,350",에세이
"오늘 밤, 세계에서 이 눈물이 사라진다 해도",9791191043976.0,"이치조 미사키 지음, 김윤경 옮김",모모,20220728.0,"14,000","12,600",소설/시/희곡
친구의 전설,9788901277158.0,이지은 지음,웅진주니어,20231115.0,"16,800","15,120",유아
온,9788936424084.0,안미옥 지음,창비,20170417.0,"11,000","9,900",소설/시/희곡
너무 잘하려고 애쓰지 마라,9791170400608.0,나태주 지음,열림원,20220531.0,"14,000","12,600",소설/시/희곡
나 혼자만 레벨업 7,9791193821039.0,"장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색",디앤씨웹툰비즈,20230222.0,"16,000","14,400",만화
자존감 수업,9791186757093.0,윤홍균 지음,심플라이프,20160825.0,"17,000","15,300",인문학
쉽게 배우는 인체 드로잉,9788994796086.0,"앤드류 루미스 지음, 유한이 옮김",디자인이음,20200916.0,"7,000","6,300",예술/대중문화
오십에 읽는 논어,9791190826839.0,최종엽 지음,유노북스,20211103.0,"16,000","14,400",인문학
수확자,9788932923048.0,"닐 셔스터먼 지음, 이수현 옮김",열린책들,20230210.0,"18,500","16,650",소설/시/희곡
쉽게 배우는 한글 손글씨,9788994796208.0,디자인이음 편집부 엮음,디자인이음,20140127.0,"5,000","4,500",건강/취미
책방으로 가다,9791197779909.0,전지영 지음,소다캣,20220228.0,"6,500","5,850",에세이
우리가 케이크를 먹는 방법,9788954699983.0,김효은 지음,문학동네,20220608.0,"16,800","15,120",유아
24일 동안 열리는 크리스마스 도서관 Advent Calendar,9791192430645.0,"레슬리 심스 외 지음, 존 조벤 외 그림, 김영진 옮김",어스본코리아,20231016.0,"35,000","31,500",유아
우리는 언제나 다시 만나,9788962478518.0,"윤여림 지음, 안녕달 그림",위즈덤하우스,20170720.0,"12,000","10,800",유아
알아차림에 대한 알아차림,9791191587418.0,"루퍼트 스파이라 지음, 김주환 옮김",퍼블리온,20230525.0,"18,000","16,200",인문학
마음에서 빠져나와 삶 속으로 들어가라,9788963302355.0,"Hayes, Steven C. 외 지음, 문현미 외 옮김",학지사,20100115.0,"18,000","18,000",인문학
지구에서 한아뿐,9791188862290.0,정세랑 지음,난다,20190731.0,"13,000","11,700",소설/시/희곡
갈매기의 꿈,9791161570341.0,"리처드 바크 지음, 공경희 옮김, 러셀 먼슨 사진",나무옆의자,20180601.0,"15,800","14,220",소설/시/희곡
일의 격,9791190276023.0,신수정 지음,턴어라운드,20210701.0,"18,000","16,200",경제경영
모 이야기,9791188594245.0,최연주 지음,엣눈북스(atnoonbooks),20230206.0,"22,000","19,800",소설/시/희곡
너무 보고플 땐 눈이 온다,9791191859546.0,고명재 지음,난다,20230531.0,"16,000","14,400",에세이
벚꽃 팝콘,9788901241371.0,백유연 지음,웅진주니어,20200330.0,"13,000","11,700",유아
파인만의 여섯가지 물리 이야기,9788988907412.0,"리처드 파인만 강의, 폴 데이비스 서문, 박병철 옮김",승산,20030106.0,"12,000","10,800",과학
담을 넘은 아이,9788949121857.0,"김정민 지음, 이영환 그림",비룡소,20190730.0,"14,000","12,600",어린이
나니아 연대기 (리커버 특별판),9791169259255.0,"C. S. 루이스 지음, 폴린 베인즈 그림, 햇살과나무꾼 옮김",시공주니어,20230710.0,"75,000","67,500",소설/시/희곡
꿈꾸는 책들의 도시,9788975276293.0,"발터 뫼르스 지음, 두행숙 옮김",들녘,20140804.0,"22,000","19,800",소설/시/희곡
재미만점 두뇌계발 스도쿠 퍼즐 2 : 고급/특급 (스프링북),8809565330018.0,베이직콘텐츠연구소 지음,베이직북스,20180825.0,"10,000","7,000",건강/취미
일본어 상용한자 무작정 따라하기 2,9791140701476.0,권경배 지음,길벗이지톡,20230331.0,"28,000","25,200",외국어
스프링북 어린이 스도쿠 1,9788971422632.0,브레이니 퍼즐 랩 지음,시간과공간사,20181110.0,"7,700","6,930",어린이
비상식적 성공 법칙,9791187875239.0,"간다 마사노리 지음, 서승범 옮김",생각지도,20220630.0,"17,000","15,300",자기계발
아임 오케이 유어 오케이,9788992654579.0,"토머스 A. 해리스 지음, 이영호.박미현 옮김",이너북스,20200610.0,"16,000","14,400",인문학
세일즈맨의 죽음,9788937462184.0,"아서 밀러 지음, 강유나 옮김",민음사,20090831.0,"9,000","8,100",소설/시/희곡
우리 아기 오감발달 시끌벅적 정글 사운드북,8809264180679.0,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20170308.0,"19,800","15,840",유아
중국의 초한전,9791191675160.0,이지용 지음,에포크미디어코리아,20230301.0,"25,000","22,500",사회과학
아침에는 죽음을 생각하는 것이 좋다,9791167741165.0,김영민 지음,어크로스,20230915.0,"18,500","16,650",인문학
원칙 Principles (한정판 필사노트 에디션),9791157842636.0,"레이 달리오 지음, 고영태 옮김",한빛비즈,20180605.0,"35,000","31,500",경제경영
픽션들,9788937462757.0,"호르헤 루이스 보르헤스 지음, 송병선 옮김",민음사,20111021.0,"11,000","9,900",소설/시/희곡
영어 회화의 결정적 단어들,9788960498310.0,서영조 지음,사람in,20200306.0,"18,000","16,200",외국어
비가 오면 열리는 상점,9791198173898.0,유영광 지음,클레이하우스,20230614.0,"16,800","15,120",소설/시/희곡
행운이 너에게 다가오는 중,9788954675314.0,이꽃님 지음,문학동네,20201019.0,"13,500","12,150",청소년
무조건 팔리는 심리 마케팅 기술 100,9791157688715.0,"사카이 도시오 지음, 최지현 옮김",동양북스(동양문고),20230426.0,"17,800","16,020",경제경영
채소는 따뜻하게 먹습니다,9791187033738.0,"쓰쓰미 히토미 지음, 이은정 옮김",좋은생각,20211213.0,"7,500","6,750",요리/살림
그림 그리기가 이토록 쉬울 줄이야,9791191731279.0,이기주 지음,스몰빅라이프,20220718.0,"18,000","16,200",예술/대중문화
신곡 세트 - 전3권,9788937488061.0,"단테 알리기에리 지음, 박상진 옮김, 윌리엄 블레이크 그림",민음사,20130808.0,"29,000","26,100",소설/시/희곡
입 속의 검은 잎,9788932003979.0,기형도 지음,문학과지성사,19890530.0,"12,000","10,800",소설/시/희곡
그리스인 조르바,9788932909349.0,니코스 카잔차키스 지음,열린책들,20091220.0,"14,800","13,320",소설/시/희곡
원미동 사람들,9788998441005.0,양귀자 지음,쓰다,20121225.0,"13,000","11,700",소설/시/희곡
당신을 기다리고 있어,9788963717562.0,김보영 지음,새파란상상(파란미디어),20200526.0,"10,000","9,000",소설/시/희곡
감정은 어떻게 만들어지는가?,9791188096428.0,"리사 펠드먼 배럿 지음, 최호영 옮김",생각연구소,20170922.0,"22,000","19,800",인문학
워런 버핏의 주주 서한 (양장),9791188754649.0,"워런 버핏 지음, 로렌스 커닝험 엮음, 이건 옮김",에프엔미디어,20220801.0,"32,000","28,800",경제경영
13.67,9791160078572.0,"찬호께이 지음, 강초아 옮김",한즈미디어(한스미디어),20230111.0,"19,000","17,100",소설/시/희곡
우리가 겨울을 지나온 방식 (리커버),9791161571492.0,문미순 지음,나무옆의자,20230509.0,"14,000","12,600",소설/시/희곡
괴테와의 대화 2,9788937461774.0,"요한 페터 에커만 지음, 장희창 옮김",민음사,20080502.0,"14,000","12,600",소설/시/희곡
만복이네 떡집,9788949161341.0,"김리리 지음, 이승현 그림",비룡소,20100528.0,"13,000","11,700",어린이
"엄마, 나는 자라고 있어요",9791164133055.0,"헤티 판 더 레이트 외 지음, 유영미 옮김, 김수연 감수",북폴리오,20191227.0,"22,000","19,800",좋은부모
거의 모든 일상 표현의 영어,9788960499751.0,케빈 강.해나 변 지음,사람in,20221101.0,"20,000","18,000",외국어
바다 100층짜리 집,9788966350278.0,"이와이 도시오 글.그림, 김숙 옮김",북뱅크,20140925.0,"11,000","9,900",유아
마루는 강쥐 1,9791191841466.0,모죠 지음,문페이스,20230720.0,"16,000","14,400",만화
랩 걸,9791159920967.0,"호프 자렌 지음, 김희정 옮김",알마,20170217.0,"20,000","18,000",과학
슈뻘맨의 숨은 과학 찾기 1,9791168415171.0,"류수형 그림, 서후 글, 샌드박스 네트워크 외 감수, 슈뻘맨 원작",미래엔아이세움,20230323.0,"14,000","12,600",어린이
아홉 살에 시작하는 똑똑한 초등신문,9791191836219.0,신효원 지음,책장속북스,20230505.0,"17,500","15,750",어린이
마법소녀 은퇴합니다 (리커버),9788936438739.0,박서련 지음,창비,20220410.0,"14,000","12,600",소설/시/희곡
코너스톤 셜록 홈즈 전집 세트 - 전9권,9791185546117.0,"아서 코난 도일 지음, 바른번역 옮김, 박광규 감수",코너스톤,20160101.0,"22,000","19,800",소설/시/희곡
Kreyszig 공업수학 (상),9791191679045.0,"Erwin Kreyszig 지음, 서진헌 외 옮김",텍스트북스(TextBook),20220228.0,"35,000","35,000",대학교재/전문서적
"어느 날, 내 죽음에 네가 들어왔다",9791191043723.0,"세이카 료겐 지음, 김윤경 옮김",모모,20220509.0,"15,000","13,500",소설/시/희곡
새의 선물,9788954687041.0,은희경 지음,문학동네,20220603.0,"16,000","14,400",소설/시/희곡
어떻게 살 것인가,9788965132288.0,유시민 지음,생각의길,20130313.0,"15,000","13,500",인문학
한 권으로 끝내는 토익 실전 LC + RC 1 (모의고사 문제집 + 해설집),9788965425915.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20230703.0,"17,900","16,110",외국어
아주 사소한 몸짓의 힘,9791160050738.0,신경원 지음,북카라반,20191125.0,"6,000","5,400",자기계발
계속 가보겠습니다,9791157062645.0,임은정 지음,메디치미디어,20220722.0,"18,000","16,200",사회과학
나 혼자만 레벨업 6,9791193821022.0,"장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색",디앤씨웹툰비즈,20220725.0,"16,000","14,400",만화
눈물을 마시는 새 세트 - 전4권 (양장),9788982735738.0,이영도 지음,황금가지,20030118.0,"58,000","52,200",소설/시/희곡
수급단타왕 수급매매 절대비기,9788962805581.0,고명환 지음,메가스터디북스,20160222.0,"25,000","22,500",경제경영
아내를 모자로 착각한 남자,9791159920257.0,"올리버 색스 지음, 조석현 옮김, 이정호 그림",알마,20160818.0,"21,000","18,900",인문학
전쟁은 여자의 얼굴을 하지 않았다,9788954637954.0,"스베틀라나 알렉시예비치 지음, 박은정 옮김",문학동네,20151008.0,"16,000","14,400",에세이
해커스 토플 리스닝 베이직 (Hackers TOEFL Listening Basic),9788965423058.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),20230717.0,"19,500","17,550",외국어
전지적 독자 시점 Part 1 01,9788934967316.0,싱숑 지음,비채,20220121.0,"13,500","12,150",소설/시/희곡
그림으로 그리는 생각정리의 기술 1,9791158950781.0,"나가타 도요시 지음, 정지영 옮김",생각정리연구소,20170815.0,"4,400","3,960",자기계발
초등수학 만점왕 어린이 스도쿠 : 초급 (스프링),8809565330193.0,베이직콘텐츠랩 지음,키즈프렌즈,20220711.0,"10,000","7,000",어린이
Stick 스틱! (15주년 기념판),9788901266091.0,"칩 히스.댄 히스 지음, 안진환.박슬라 옮김",웅진지식하우스,20221021.0,"19,000","17,100",경제경영
남에게 보여주려고 인생을 낭비하지 마라,9791169850445.0,"아르투어 쇼펜하우어 지음, 박제헌 옮김",페이지2(page2),20231030.0,"17,500","15,750",인문학
여름은 오래 그곳에 남아,9788934972204.0,"마쓰이에 마사시 지음, 김춘미 옮김",비채,20160819.0,"16,800","15,120",소설/시/희곡
핑크펭귄,9791195936380.0,"빌 비숍 지음, 안진환 옮김, 박재현 감수, 강규형 기획",스노우폭스북스,20210428.0,"15,000","13,500",경제경영
패배의 신호,9791196554866.0,"프랑수아즈 사강 지음, 장소미 옮김",녹색광선,20220107.0,"22,000","19,800",소설/시/희곡
"해커스 토플 라이팅 인터미디엇 (Hackers TOEFL Writing Intermediate) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",9788965426110.0,David Cho 지음,해커스어학연구소(Hackers),20230630.0,"23,000","20,700",외국어
"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",9791193358146.0,"이치조 미사키 지음, 김윤경 옮김",모모,20231113.0,"15,000","13,500",소설/시/희곡
셰익스피어 4대 비극 세트 : 햄릿.오셀로.맥베스.리어 왕 - 전4권,9788937486111.0,"윌리엄 셰익스피어 지음, 최종철 옮김",민음사,20121106.0,"22,800","20,520",소설/시/희곡
돌이킬 수 있는,9791189015381.0,문목하 지음,아작,20181205.0,"14,800","13,320",소설/시/희곡
해커스 토플 액츄얼 테스트 리스닝 (Hackers TOEFL Actual Test Listening),9788965423072.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20230724.0,"19,500","17,550",외국어
혼자 공부하는 C 언어,9791169210911.0,서현우 지음,한빛미디어,20230518.0,"26,000","23,400",컴퓨터/모바일
마루는 강쥐 2,9791191841565.0,모죠 지음,문페이스,20231116.0,"16,000","14,400",만화
눈사람 자살 사건,9791188710348.0,최승호 지음,달아실,20190312.0,"13,000","11,700",소설/시/희곡
읽으면서 바로 써먹는 어린이 수수께끼,9791158681746.0,한날 지음,파란정원,20200525.0,"12,000","10,800",어린이
패턴과 구조 영문법,9791190768009.0,윤규철 지음,BOOK귤,20200901.0,"19,000","19,000",외국어
윤동주 전 시집 : 하늘과 바람과 별과 시,9791157956357.0,"윤동주 지음, 윤동주 100년 포럼 엮음",스타북스,20220216.0,"13,000","11,700",소설/시/희곡
슈뻘맨의 숨은 과학 찾기 2,9791168415188.0,"류수형 그림, 서후 글, 샌드박스 네트워크 외 감수, 슈뻘맨 원작",미래엔아이세움,20230829.0,"14,000","12,600",어린이
마음,9788932317960.0,"나쓰메 소세키 지음, 송태욱 옮김",현암사,20160625.0,"13,000","11,700",소설/시/희곡
천사 도감,9791160078138.0,"안제미 라비올로 지음, 이리스 비아지오 그림, 이미영 옮김",한즈미디어(한스미디어),20220811.0,"5,000","4,500",예술/대중문화
랑과 나의 사막,9791167901354.0,천선란 지음,현대문학,20221025.0,"15,000","13,500",소설/시/희곡
읽으면서 바로 써먹는 어린이 세계사 퀴즈 1,9791158682637.0,한날 지음,파란정원,20230620.0,"13,000","11,700",어린이
"해커스 토플 라이팅 베이직 (Hackers TOEFL Writing Basic) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",9788965426097.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),20230630.0,"20,000","18,000",외국어
살육에 이르는 병,9788952776044.0,"아비코 다케마루 지음, 권일영 옮김",검은숲,20160701.0,"15,000","13,500",소설/시/희곡
라틴어 수업,9788965965879.0,한동일 지음,흐름출판,20230815.0,"18,000","16,200",인문학
"시선으로부터,",9788954672214.0,정세랑 지음,문학동네,20200605.0,"14,000","12,600",소설/시/희곡
변신,9788954600200.0,"프란츠 카프카 지음, 이재황 옮김, 루이스 스카파티 그림",문학동네,20050730.0,"11,000","9,900",소설/시/희곡
읽으면서 바로 써먹는 어린이 사자성어,9791158681944.0,한날 지음,파란정원,20210420.0,"12,000","10,800",어린이
진짜 하루만에 이해하는 반도체 산업,9791191590128.0,박진성 지음,T.W.I.G(티더블유아이지)(주),20230206.0,"23,800","21,420",경제경영
무진기행,9788937461491.0,김승옥 지음,민음사,20070803.0,"10,000","9,000",소설/시/희곡
스즈키 바이올린 교본 3,9788903411130.0,세광음악 편집부 엮음,세광음악출판사,20110514.0,"12,000","10,800",예술/대중문화
마음챙김의 시,9791190382267.0,류시화 엮음,수오서재,20200917.0,"13,000","11,700",소설/시/희곡
겨울 이불,9788936455965.0,안녕달 지음,창비,20230109.0,"16,000","14,400",유아
그리고 아무도 없었다,9788938201010.0,"애거서 크리스티 지음, 이가형 옮김",해문출판사,20020525.0,"12,000","10,800",소설/시/희곡
식탁 위의 세계사,9788936452056.0,이영숙 지음,창비,20120529.0,"14,000","12,600",청소년
우리는 왜 잠을 자야 할까,9788932919584.0,"매슈 워커 지음, 이한음 옮김",사람의집,20190225.0,"23,000","20,700",과학
나도 손글씨 바르게 쓰면 소원이 없겠네,9791188007394.0,유한빈(펜크래프트) 지음,한빛라이프,20191009.0,"12,000","10,800",건강/취미
우리 아기 오감발달 시원한 바닷가 사운드북,8809264181768.0,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20210514.0,"19,800","15,840",유아
위저드 베이커리,9788936434601.0,구병모 지음,창비,20220327.0,"15,000","13,500",청소년
나와 너의 365일,9791192579450.0,"유이하 지음, 김지연 옮김",모모,20230314.0,"15,500","13,950",소설/시/희곡
천년의 사랑,9788998441029.0,양귀자 지음,쓰다,20130420.0,"15,000","13,500",소설/시/희곡
감정에 이름을 붙여 봐,9791197494222.0,"이라일라 지음, 박현주 그림",파스텔하우스,20220124.0,"14,000","12,600",어린이
수박 수영장,9788936446819.0,안녕달 글.그림,창비,20150727.0,"14,000","12,600",유아
당신이 옳다,9788965746669.0,정혜신 지음,해냄,20181010.0,"17,500","15,750",인문학
ETS 토익 정기시험 기출문제집 1000 Vol.1 Reading,9788917230567.0,ETS 엮음,(주)YBM(와이비엠),20181217.0,"17,800","16,020",외국어
엔드 오브 타임,9791164137411.0,"브라이언 그린 지음, 박병철 옮김",와이즈베리,20210215.0,"22,000","19,800",과학
가라오케 가자!,9788954685696.0,"와야마 야마 지음, 현승희 옮김",문학동네,20220414.0,"8,500","7,650",만화
이끼숲,9791191824216.0,천선란 지음,자이언트북스,20230504.0,"15,800","14,220",소설/시/희곡
10배의 법칙,9788960519947.0,"그랜트 카돈 지음, 최은아 옮김",부키,20230828.0,"18,500","16,650",자기계발
디아스포라 기행,9791192836270.0,"서경식 지음, 김혜신.최재혁 옮김",돌베개,20230920.0,"16,800","15,120",인문학
이재명의 나의 소년공 다이어리,9791161691749.0,이재명.조정미 지음,팬덤북스,20210729.0,"14,000","12,600",사회과학
요즘 어른을 위한 최소한의 세계사,9791193128428.0,"임소미 지음, 김봉중 감수",빅피시,20230922.0,"18,800","16,920",역사
영어회화 100일의 기적 (출간 10주년 기념 특별판),9791166833557.0,문성현 지음,넥서스,20220905.0,"14,000","12,600",외국어
백년의 고독 2,9788937460357.0,"가브리엘 가르시아 마르케스 지음, 조구호 옮김",민음사,20000105.0,"10,000","9,000",소설/시/희곡
슬램덩크 신장재편판 1,9791133487516.0,이노우에 타케히코 지음,대원씨아이(만화),20180823.0,"7,000","6,300",만화
나를 지키는 최소한의 법 이야기,9788954448024.0,양지열 지음,자음과모음,20220128.0,"16,800","15,120",청소년
파이 이야기,9791160262780.0,"얀 마텔 지음, 공경희 옮김",작가정신,20220329.0,"16,000","14,400",소설/시/희곡
카지노,9791192684239.0,김진명 지음,새움,20221221.0,"16,500","14,850",소설/시/희곡
네 기분은 어떤 색깔이니?,9791158363925.0,최숙희 지음,책읽는곰,20230109.0,"14,000","12,600",유아
트러스트,9788954691673.0,"에르난 디아스 지음, 강동혁 옮김",문학동네,20230224.0,"17,000","15,300",소설/시/희곡
천 개의 파랑 (뮤지컬 특별판),9791190090261.0,천선란 지음,허블,20200819.0,"14,000","12,600",소설/시/희곡
사랑하라 한번도 상처받지 않은 것처럼,9788995501474.0,류시화 엮음,오래된미래,20050326.0,"10,000","9,000",소설/시/희곡
한눈에 보는 서양철학사 연대표,9788961472654.0,이학사 편집부 엮음,이학사,20160720.0,"3,300","2,970",인문학
원더 니트,9791188601332.0,"일본보그사 지음, 김나정 옮김, 조경선 감수",참돌,20200102.0,"4,400","3,960",건강/취미
랭스로 되돌아가다,9788932037738.0,"디디에 에리봉 지음, 이상길 옮김",문학과지성사,20210111.0,"18,000","16,200",사회과학
바다가 들리는 편의점,9791192579504.0,"마치다 소노코 지음, 황국영 옮김",모모,20230324.0,"16,000","14,400",소설/시/희곡
군주론,9791169850476.0,"니콜로 마키아벨리 지음, 최현주 옮김, 김상근 감수",페이지2(page2),20231016.0,"17,000","15,300",인문학
사카모토 데이즈 7,9791142302411.0,스즈키 유우토 지음,대원씨아이(만화),20221128.0,"6,500","5,850",만화
프린들 주세요,9788971968345.0,"앤드루 클레먼츠 지음, 양혜원 그림, 햇살과나무꾼 옮김",사계절,20011205.0,"10,500","9,450",어린이
떨림과 울림,9788962622508.0,김상욱 지음,동아시아,20181107.0,"15,000","13,500",과학
회사에서 바로 통하는 실무 엑셀 + 파워포인트 + 워드 & 한글,9791162245699.0,전미진.이화진.신면철 지음,한빛미디어,20220527.0,"22,000","19,800",컴퓨터/모바일
해커스 토익 실전 1000제 3 RC Reading(리딩) 문제집,9788965424826.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20230206.0,"11,900","10,710",외국어
수급단타왕 주식투자 실전전략,9791157612819.0,고명환 지음,메가스터디북스,20150429.0,"25,000","22,500",경제경영
세계 미스터리 걸작선 02 : 모래시계 외,9791187011767.0,"로버트 바 외 지음, 이정아 옮김, 박광규",코너스톤,20170720.0,"4,400","3,960",소설/시/희곡
나는 왜 사랑할수록 불안해질까,9788960519718.0,"제시카 바움 지음, 최다인 옮김",부키,20230418.0,"18,000","16,200",인문학
영혼이 강한 아이로 키워라,9791164052202.0,조선미 지음,북하우스,20231030.0,"17,500","15,750",좋은부모
세계 미스터리 걸작선 01 : 살인자 외,9791187011750.0,"어니스트 헤밍웨이 외 지음, 신예용 옮김, 박광규 기획.해설",코너스톤,20170620.0,"4,400","3,960",소설/시/희곡
리액트,9788997228232.0,"네빌 고다드 지음, 이상민 옮김",서른세개의계단,20200430.0,"12,500","11,250",자기계발
"궤도의 밖에서, 나의 룸메이트에게",9788954679527.0,전삼혜 지음,문학동네,20210430.0,"13,500","12,150",청소년
읽으면서 바로 써먹는 어린이 세계사 퀴즈 2,9791158682712.0,한날 지음,파란정원,20230925.0,"13,000","11,700",어린이
좋은 일이 오려고 그러나 보다 (10만부 기념 행운 에디션),9791192559742.0,박여름 지음,히읏,20230726.0,"16,800","15,120",에세이
사카모토 데이즈 3,9791142302374.0,스즈키 유우토 지음,대원씨아이(만화),20220325.0,"6,500","5,850",만화
햄릿,9788937460036.0,"윌리엄 세익스피어 지음, 최종철 옮김",민음사,19980805.0,"7,000","6,300",소설/시/희곡
해리엇,9788954615044.0,"한윤섭 지음, 서영아 그림",문학동네,20110627.0,"12,500","11,250",어린이
신곡,9788932921396.0,"단테 알리기에리 지음, 귀스타브 도레 그림, 김운찬 옮김",열린책들,20220330.0,"36,000","32,400",소설/시/희곡
모든 삶은 흐른다,9791190299770.0,"로랑스 드빌레르 지음, 이주영 옮김",FIKA(피카),20230403.0,"16,800","15,120",인문학
위대한 기업에 투자하라,9788991378025.0,"필립 피셔 지음, 박정태 옮김",굿모닝북스,20050610.0,"12,000","10,800",경제경영
나는 고양이로소이다,9788932316758.0,"나쓰메 소세키 지음, 송태욱 옮김",현암사,20130910.0,"15,000","13,500",소설/시/희곡
국어 교육의 이해,9791167071170.0,최미숙 외 저자,사회평론아카데미,20230825.0,"28,000","28,000",대학교재/전문서적
ETS 토익 단기공략 Part 5 6,9788917239089.0,ETS 지음,(주)YBM(와이비엠),20230220.0,"15,000","13,500",외국어
정확한 사랑의 실험,9788960902039.0,신형철 지음,마음산책,20141001.0,"16,000","14,400",에세이
스킵과 로퍼 1,9791168995338.0,"타카마츠 미사키 지음, 신혜선 옮김",YNK MEDIA(만화),20221122.0,"6,000","5,400",만화
알파벳 따라쓰기 572,9791187158448.0,Mike Hwang 지음,마이클리시(Miklish),20230314.0,"1,500","1,350",외국어
생각이 너무 많은 어른들을 위한 심리학 (10만 부 기념 스페셜 에디션),9791190538602.0,김혜남 지음,메이븐,20230925.0,"17,800","16,020",인문학
함께 가는 길은 외롭지 않습니다,9791168123281.0,이재명 지음,위즈덤하우스,20220531.0,"14,000","12,600",에세이
부분과 전체,9791187295686.0,"베르너 하이젠베르크 지음, 유영미 옮김, 김재영 감수",서커스(서커스출판상회),20230615.0,"23,000","20,700",과학
상실의 시대,9788970123691.0,"무라카미 하루키 지음, 유유정 옮김",문학사상사,20001002.0,"15,000","13,500",소설/시/희곡
하루 10분 또박또박 예쁜 글씨 : 초등 고학년용,9791165214272.0,유성영 지음,길벗,20210113.0,"12,800","11,520",어린이
전지적 독자 시점 Part 1 02,9788934967323.0,싱숑 지음,비채,20211227.0,"13,500","12,150",소설/시/희곡
브라질에 비가 내리면 스타벅스 주식을 사라,9791188754588.0,"피터 나바로 지음, 이창식 옮김, 윤지호 감수",에프엔미디어,20220425.0,"18,000","16,200",경제경영
달님 안녕,9788970940564.0,하야시 아키코 글ㆍ그림,한림출판사,20010402.0,"12,000","10,800",유아
용선생 처음 한국사 1,9791162730270.0,"사회평론 역사연구소 지음, 뭉선생 외 그림",사회평론,20190103.0,"13,000","11,700",어린이
긴긴밤 (큰 판형 양장본),9788954684033.0,루리 지음,문학동네,20211215.0,"18,000","16,200",어린이
읽으면서 바로 써먹는 어린이 급수 한자 : 6·7·8급,9791158682477.0,한날 지음,파란정원,20221121.0,"13,000","11,700",어린이
시크릿,9788952206503.0,"론다 번 지음, 김우열 옮김",살림Biz,20070622.0,"16,800","15,120",자기계발
"8단계로 끝내는, 라이브 영문법",9791195356218.0,양세진 지음,램프앤라이트,20140929.0,"4,900","4,410",외국어
운을 부르는 부자의 본능,9788984059795.0,"혼다 켄 지음, 황지현 옮김",더난출판사,20191224.0,"14,000","12,600",자기계발
산타는 어떻게 굴뚝을 내려갈까?,9788925576381.0,"맥 바넷 지음, 존 클라센 그림, 서남희 옮김",주니어RHK(주니어랜덤),20230920.0,"17,000","15,300",유아
리스본행 야간열차,9788934940715.0,"파스칼 메르시어 지음, 전은경 옮김",비채,20221220.0,"19,800","17,820",소설/시/희곡
안밥모 베스트 유아식,9791198129130.0,이샘.최지은 지음,래디시,20230324.0,"22,200","19,980",요리/살림
우리들의 일그러진 영웅,9788987721095.0,이문열 지음,다림,19981224.0,"9,000","8,100",어린이
내 문장이 그렇게 이상한가요?,9791185152431.0,김정선 지음,유유,20160124.0,"14,000","12,600",인문학
우울할 땐 뇌 과학,9791156757344.0,"앨릭스 코브 지음, 정지인 옮김",심심,20180312.0,"17,000","15,300",인문학
더 좋은 삶을 위한 철학,9788934965909.0,"마이클 슈어 지음, 염지선 옮김",김영사,20230224.0,"18,000","16,200",인문학
디즈니 과학 대탐험 1 : 우주와 행성,9791189686758.0,"에드위지 페출리 외 글, 권보라 옮김, 빅 히어로 원작, 정재승 추천",라곰스쿨,20230731.0,"5,500","4,950",어린이
사카모토 데이즈 1,9791142302350.0,스즈키 유우토 지음,대원씨아이(만화),20211027.0,"6,500","5,850",만화
모든 주식을 소유하라,9791188096923.0,"존 보글 지음, 이은주 옮김",비즈니스맵,20190408.0,"14,500","13,050",경제경영
탤런트 코드 (특별합본판),9788901248974.0,"대니얼 코일 지음, 윤미나.이지민 옮김",웅진지식하우스,20210226.0,"18,000","16,200",자기계발
