title,isbn,writer,publisher,Pub_date,re_price,sa_price,genre
설민석의 한국사 대모험 14,9791191496864.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",단꿈아이,20230125.0,"13,000","11,700",어린이
어린 왕자 (리커버 특별판),9788932920184.0,"앙투안 드 생텍쥐페리 지음, 황현산 옮김",열린책들,20200324.0,"10,800","9,720",소설/시/희곡
흔한남매 5,9791164135592.0,"흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20200629.0,"12,000","10,800",어린이
심판,9788932920405.0,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20200830.0,"14,800","13,320",소설/시/희곡
방구석 미술관,9788968331862.0,조원재 지음,블랙피쉬,20180803.0,"16,800","15,120",예술/대중문화
팩트풀니스 (50만 부 뉴에디션),9788934933878.0,"한스 로슬링.올라 로슬링.안나 로슬링 뢴룬드 지음, 이창신 옮김",김영사,20240901.0,"23,800","21,420",인문학
보통의 언어들 (개정증보판 포레스트 에디션),9791168127616.0,김이나 지음,위즈덤하우스,20230920.0,"17,000","15,300",에세이
녹나무의 파수꾼 (양장),9791165075064.0,"히가시노 게이고 지음, 양윤옥 옮김",㈜소미미디어,20200317.0,"17,800","16,020",소설/시/희곡
죽은 자의 집 청소,9788934992493.0,김완 지음,김영사,20200530.0,"13,800","12,420",에세이
살고 싶다는 농담,9788901244600.0,허지웅 지음,웅진지식하우스,20200812.0,"16,000","14,400",에세이
완전학습 바이블,9791130631134.0,임작가 지음,다산에듀,20200818.0,"17,000","15,300",좋은부모
추리 천재 엉덩이 탐정 9,9791164134090.0,"트롤 글.그림, 김정화 옮김",미래엔아이세움,20200115.0,"12,000","10,800",어린이
설민석의 한국사 대모험 15,9791191496871.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",단꿈아이,20230125.0,"13,000","11,700",어린이
1cm 다이빙,9791190299060.0,태수.문정 지음,FIKA(피카),20200121.0,"13,500","12,150",에세이
매우 예민한 사람들을 위한 책,9788967358020.0,전홍진 지음,글항아리,20200723.0,"18,000","16,200",인문학
나의 하루는 4시 30분에 시작된다,9791158511906.0,김유진 지음,토네이도,20201020.0,"15,000","13,500",자기계발
"소년이 온다 (특별한정판, 양장)",9788936434410.0,한강 지음,창비,20200427.0,"13,000","11,700",소설/시/희곡
흔한남매 6,9791164136261.0,"흔한남매 원작, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20201015.0,"12,000","10,800",어린이
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",9791190305679.0,"데이비드 키더.노아 D. 오펜하임 지음, 허성심 옮김",위즈덤하우스,20191030.0,"16,000","14,400",인문학
에이트,9791188388905.0,이지성 지음,차이정원,20191021.0,"19,000","17,100",자기계발
여행의 이유 (개정증보판),9791191114591.0,김영하 지음,복복서가,20240417.0,"16,800","15,120",에세이
타인의 해석,9788934985747.0,"말콤 글래드웰 지음, 유강은 옮김, 김경일 감수",김영사,20200320.0,"18,500","16,650",경제경영
공부란 무엇인가,9791190030632.0,김영민 지음,어크로스,20200826.0,"16,000","14,400",인문학
내일의 부 1 : 알파편,9791187993681.0,김장섭 지음,트러스트북스,20200116.0,"16,000","14,400",경제경영
꽝 없는 뽑기 기계,9788949162027.0,"곽유진 지음, 차상미 그림",비룡소,20200301.0,"13,000","11,700",어린이
세계사를 한눈에 꿰뚫는 대단한 지리,9788949189543.0,"팀 마샬 지음, 그레이스 이스턴 외 그림, 서남희 옮김",비룡소,20200225.0,"18,000","16,200",어린이
언컨택트 Uncontact,9791197016806.0,김용섭 지음,퍼블리온,20200416.0,"18,000","16,200",경제경영
공부머리 독서법,9791196316808.0,최승필 지음,책구루,20180503.0,"16,500","14,850",좋은부모
연년세세,9788936434441.0,황정은 지음,창비,20200918.0,"16,000","14,400",소설/시/희곡
룬샷,9788965963790.0,"사피 바칼 지음, 이지연 옮김",흐름출판,20200427.0,"18,000","16,200",경제경영
더 위험한 과학책,9788952751546.0,"랜들 먼로 지음, 이강환 옮김",시공사,20200120.0,"22,000","19,800",과학
목소리를 드릴게요,9791165300005.0,정세랑 지음,아작,20200106.0,"14,800","13,320",소설/시/희곡
내일의 부 2 : 오메가편,9791187993698.0,김장섭 지음,트러스트북스,20200129.0,"16,000","14,400",경제경영
배움의 발견,9788932919553.0,"타라 웨스트오버 지음, 김희정 옮김",열린책들,20200105.0,"22,000","19,800",에세이
1페이지 한국사 365,9791197438769.0,심용환 지음,빅피시,20210728.0,"16,500","14,850",역사
김지은입니다,9791189623036.0,김지은 지음,봄알람,20200305.0,"17,000","15,300",사회과학
일곱 해의 마지막,9788954672771.0,김연수 지음,문학동네,20200701.0,"15,000","13,500",소설/시/희곡
설민석의 세계사 대모험 4,9791196893118.0,"설민석.잼 스토리 지음, 박성일 그림",단꿈아이,20200113.0,"12,000","10,800",어린이
스스로 행복하라,9788946421813.0,법정 지음,샘터사,20210519.0,"18,000","16,200",에세이
영단기 토익 실전 1000제 1 RC 문제집 + 해설집,9791163713975.0,영단기 연구소 엮음,커넥츠영단기,20190626.0,"11,000","9,900",외국어
일의 기쁨과 슬픔,9788936438036.0,장류진 지음,창비,20191025.0,"14,000","12,600",소설/시/희곡
이상한 과자 가게 전천당 5,9791164062065.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20200320.0,"12,000","10,800",어린이
사서함 110호의 우편물,9788952782076.0,이도우 지음,시공사,20160318.0,"13,000","11,700",소설/시/희곡
보건교사 안은영,9788937473098.0,정세랑 지음,민음사,20151207.0,"13,000","11,700",소설/시/희곡
117층 나무 집,9788952744586.0,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20200110.0,"14,000","12,600",어린이
설민석의 삼국지 1,9788933870792.0,설민석 지음,세계사,20190717.0,"23,000","20,700",역사
설민석의 삼국지 2,9788933870839.0,설민석 지음,세계사,20190820.0,"23,000","20,700",역사
내가 원하는 것을 나도 모를 때,9791193937150.0,전승환 지음,북로망스,20250115.0,"22,000","19,800",인문학
이상한 과자 가게 전천당 6,9791164062072.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20200320.0,"12,000","10,800",어린이
공간이 만든 공간,9788932474274.0,유현준 지음,을유문화사,20200430.0,"16,500","14,850",인문학
강남 사장님,9788949121925.0,"이지음 지음, 국민지 그림",비룡소,20200717.0,"14,000","12,600",어린이
흔한남매 안 흔한 일기 1,9791164134649.0,"흔한남매 지음, 조병주 그림, 강효미 글, 샌드박스 네트워크 감수",미래엔아이세움,20200227.0,"14,000","12,600",어린이
너와 함께라면 인생도 여행이다,9791170400097.0,나태주 지음,열림원,20191212.0,"15,000","13,500",소설/시/희곡
영단기 토익 실전 1000제 1 LC 문제집 + 해설집,9791163713982.0,영단기 연구소 엮음,커넥츠영단기,20190626.0,"11,000","9,900",외국어
기생충 각본집 & 스토리보드북 세트 - 전2권,9791196076061.0,봉준호 지음,플레인,20191021.0,"37,000","33,300",예술/대중문화
아직 멀었다는 말,9788954670630.0,권여선 지음,문학동네,20200214.0,"15,000","13,500",소설/시/희곡
코로나 이후의 세계,9791158740757.0,"제이슨 솅커 지음, 박성현 옮김",미디어숲,20200530.0,"14,800","13,320",경제경영
이수정 이다혜의 범죄 영화 프로파일,9788937491306.0,이수정 외 지음,민음사,20200331.0,"18,000","16,200",사회과학
"파타고니아, 파도가 칠 때는 서핑을",9788998075712.0,"이본 쉬나드 지음, 이영래 옮김",라이팅하우스,20200430.0,"19,800","17,820",경제경영
설민석의 세계사 대모험 5,9791196893132.0,"설민석.잼 스토리 지음, 박성일 그림, 김경현 감수",단꿈아이,20200415.0,"12,000","10,800",어린이
우리의 불행은 당연하지 않습니다,9788965749899.0,김누리 지음,해냄,20200306.0,"17,800","16,020",사회과학
하루 3줄 초등 글쓰기의 기적,9791188700592.0,윤희솔 지음,청림Life,20200205.0,"14,500","13,050",좋은부모
코로나 사피엔스,9791189995898.0,최재천 외 지음,인플루엔셜(주),20200610.0,"15,000","13,500",인문학
기분이 태도가 되지 않게,9788901243658.0,"레몬심리 지음, 박영란 옮김",갤리온,20200630.0,"17,000","15,300",자기계발
트라우마 사전,9791155812662.0,"안젤라 애커만.베카 푸글리시 지음, 임상훈 옮김",윌북,20200420.0,"22,000","19,800",인문학
이게 정말 마음일까?,9788934999263.0,"요시타케 신스케 지음, 양지연 옮김",주니어김영사,20200224.0,"13,000","11,700",어린이
설민석의 세계사 대모험 6,9791196893170.0,"설민석.잼 스토리 지음, 박성일 그림, 이창신 감수",단꿈아이,20200815.0,"12,000","10,800",어린이
마법천자문 47,9788950984748.0,"김현수 지음, 홍거북 그림, 김창환 감수",아울북,20200129.0,"15,800","14,220",어린이
진짜 진짜 얼굴을 찾아서,9791190908740.0,"조용 지음, 잠산 그림",위즈덤하우스,20200831.0,"12,000","10,800",소설/시/희곡
우리가 인생이라 부르는 것들 (리커버 특별판),9791168340992.0,정재찬 지음,인플루엔셜(주),20230605.0,"17,500","15,750",인문학
이상한 과자 가게 전천당 7,9791164062270.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20200713.0,"12,000","10,800",어린이
부지런한 사랑,9788954675352.0,이슬아 지음,문학동네,20201021.0,"16,000","14,400",에세이
이상한 과자 가게 전천당 3,9791164060931.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20191111.0,"12,000","10,800",어린이
규칙 없음,9788925599632.0,"리드 헤이스팅스.에린 메이어 지음, 이경남 옮김",알에이치코리아(RHK),20200908.0,"30,000","27,000",경제경영
블랙 쇼맨과 이름 없는 마을의 살인,9788925591711.0,"히가시노 게이고 지음, 최고은 옮김",알에이치코리아(RHK),20201130.0,"19,800","17,820",소설/시/희곡
까면서 보는 해부학 만화,9791157844241.0,"압듈라 지음, 신동선 감수",한빛비즈,20200619.0,"18,500","16,650",과학
흔한남매의 흔한 호기심 1,9791164136032.0,"안치현 지음, 유난희 그림, 이정모 외 감수, 흔한남매 원작",미래엔아이세움,20200903.0,"12,000","10,800",어린이
설민석의 한국사 대모험 12,9791188874460.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",아이휴먼,20191205.0,"12,000","10,800",어린이
이 한마디가 나를 살렸다,9788950986919.0,김미경 지음,21세기북스,20200311.0,"24,000","21,600",자기계발
"아무튼, 메모",9791186602515.0,정혜윤 지음,위고,20200315.0,"12,000","10,800",에세이
이상한 과자 가게 전천당 8,9791164062287.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20200907.0,"12,000","10,800",어린이
밤은 이야기하기 좋은 시간이니까요,9791190630955.0,이도우 지음,위즈덤하우스,20200331.0,"15,000","13,500",에세이
상관없는 거 아닌가?,9788954674607.0,장기하 지음,문학동네,20200911.0,"14,500","13,050",에세이
끝없는 이야기 (리커버 특별판),9788949140063.0,"미하엘 엔데 지음, 로즈비타 콰드플리크 그림, 허수경 옮김",비룡소,20200518.0,"20,000","18,000",어린이
악몽을 먹고 자란 소년,9791190908153.0,"조용 지음, 잠산 그림",위즈덤하우스,20200720.0,"12,000","10,800",소설/시/희곡
이상한 과자 가게 전천당 4,9791164060948.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20191111.0,"12,000","10,800",어린이
미국식 영작문 수업,9791157689170.0,최정숙 지음,동양북스(동양문고),20230522.0,"17,000","15,300",외국어
정재승의 인간 탐구 보고서 3 : 인간의 감정은 롤러코스터다,9788950983093.0,"정재승 기획, 정재은.이고은 글, 김현민 그림",아울북,20200422.0,"15,800","14,220",어린이
여름의 빌라,9788954673105.0,백수린 지음,문학동네,20200707.0,"14,800","13,320",소설/시/희곡
오늘 밤은 굶고 자야지,9791160403640.0,박상영 지음,한겨레출판,20200316.0,"13,500","12,150",에세이
설민석의 조선왕조실록,9788933870693.0,"설민석 지음, 최준석 그림",세계사,20160725.0,"25,000","22,500",역사
정재승의 인간 탐구 보고서 2 : 인간의 기억력은 형편없다,9788950983086.0,"정재승 기획, 정재은.이고은 글, 김현민 그림",아울북,20191230.0,"15,800","14,220",어린이
세계미래보고서 2021 (포스트 코로나 특별판),9791162541722.0,박영숙.제롬 글렌 지음,비즈니스북스,20201022.0,"17,800","16,020",경제경영
마법천자문 48,9788950987749.0,"김현수 지음, 홍거북 그림, 김창환 감수",아울북,20200520.0,"15,800","14,220",어린이
선물주는산타의 주식투자 시크릿,9791162541395.0,선물주는산타 지음,비즈니스북스,20200416.0,"16,000","14,400",경제경영
바디,9788972917014.0,"빌 브라이슨 지음, 이한음 옮김",까치,20200110.0,"23,000","20,700",과학
극락왕생 1,9788954674911.0,고사리박사 지음,문학동네,20201014.0,"12,000","10,800",만화
페스트 (무선),9788954638890.0,"알베르 카뮈 지음, 유호식 옮김",문학동네,20151226.0,"14,000","12,600",소설/시/희곡
말하기를 말하기,9788954672733.0,김하나 지음,콜라주,20200630.0,"13,000","11,700",에세이
걸어 다니는 어원 사전,9791155813102.0,"마크 포사이스 지음, 홍한결 옮김",윌북,20200907.0,"16,800","15,120",인문학
뉴턴의 아틀리에,9788937491214.0,김상욱.유지원 지음,민음사,20200420.0,"19,000","17,100",인문학
화이트 호스,9788954672221.0,강화길 지음,문학동네,20200612.0,"16,800","15,120",소설/시/희곡
이토록 멋진 곤충,9791189723132.0,"안네 스베르드루프-튀게손 지음, 니나 마리 앤더슨 그림, 조은영 옮김, 최재천 감수",단추,20200724.0,"17,000","15,300",어린이
흔한남매 2,9791164132454.0,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20190905.0,"11,000","9,900",어린이
제주에서 혼자 살고 술은 약해요,9788954671323.0,이원하 지음,문학동네,20200410.0,"12,000","10,800",소설/시/희곡
"위기의 시대, 돈의 미래",9788901245713.0,"짐 로저스 지음, 전경아 옮김",리더스북,20201120.0,"17,500","15,750",경제경영
타이탄의 도구들 (리커버),9791158510619.0,"팀 페리스 지음, 박선령.정지현 옮김",토네이도,20200309.0,"15,000","13,500",자기계발
독고솜에게 반하면,9788954670302.0,허진희 지음,문학동네,20200123.0,"12,500","11,250",청소년
박막례시피,9791190758185.0,박막례.김유라 지음,미디어창비,20200914.0,"17,500","15,750",요리/살림
복자에게,9788954674492.0,김금희 지음,문학동네,20200909.0,"14,000","12,600",소설/시/희곡
정재승의 인간 탐구 보고서 4,9788950983109.0,"정재승 기획, 정재은.이고은 글, 김현민 그림",아울북,20200818.0,"15,800","14,220",어린이
"초판본 데미안 (리커버 한정판, 패브릭 양장)",9791164456338.0,"헤르만 헤세 지음, 이순학 옮김",더스토리,20230315.0,"15,000","13,500",소설/시/희곡
최초의 신화 길가메쉬 서사시 (리커버 개정판),9791160803952.0,김산해 지음,휴머니스트,20200601.0,"30,000","27,000",인문학
나 혼자만 레벨업 2,9791189320362.0,"장성락(REDICE STUDIO) 지음, 추공 원작",디앤씨웹툰비즈,20200130.0,"16,000","14,400",만화
사랑 밖의 모든 말들,9788954671491.0,김금희 지음,문학동네,20200423.0,"13,500","12,150",에세이
열두 살에 부자가 된 키라,9788950966980.0,"보도 섀퍼 지음, 김준광 옮김, 원유미 그림",을파소,20141023.0,"16,800","15,120",어린이
12가지 인생의 법칙,9791196067694.0,"조던 B. 피터슨 지음, 강주헌 옮김",메이븐,20181030.0,"16,800","15,120",인문학
해커스 토익 실전 1000제 2 LC Listening(리스닝) 문제집,9788965425397.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20240102.0,"11,900","10,710",외국어
좀비 아이,9791190908160.0,"조용 지음, 잠산 그림",위즈덤하우스,20200713.0,"12,000","10,800",소설/시/희곡
검찰개혁과 촛불시민,9788997780402.0,조국백서추진위원회 지음,오마이북,20200805.0,"25,000","22,500",사회과학
마법천자문 49,9788950989804.0,"유대영 지음, 홍거북 그림, 김창환 감수",아울북,20200909.0,"15,800","14,220",어린이
마도조사 4 박스판,9791127853723.0,"묵향동후 지음, 이현아 옮김",B-Lab,20200113.0,"18,500","16,650",소설/시/희곡
한밤중 달빛 식당,9788949161969.0,"이분희 지음, 윤태규 그림",비룡소,20180315.0,"13,000","11,700",어린이
이상한 과자 가게 전천당 9,9791164062898.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20201207.0,"12,000","10,800",어린이
펭아트 #페이퍼토이북,9788954752565.0,차니(심희찬) 지음,EBS BOOKS,20200228.0,"18,000","16,200",건강/취미
코로나 투자 전쟁,9791196831059.0,정채진 외 지음,페이지2(page2),20200525.0,"16,800","15,120",경제경영
영어책 읽기의 힘,9791165210427.0,고광윤 지음,길벗,20200204.0,"19,800","17,820",좋은부모
흔한남매 1,9791164131686.0,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20190620.0,"11,000","9,900",어린이
임계장 이야기,9788964373491.0,조정진 지음,후마니타스,20200330.0,"15,000","13,500",사회과학
마도조사 1,9791127851446.0,"묵향동후 지음, 이현아 옮김",B-Lab,20190730.0,"14,000","12,600",소설/시/희곡
셀트리오니즘,9791190238335.0,전예진 지음,스마트북스,20201204.0,"18,000","16,200",경제경영
맛있게 살 빠지는 고단백 저탄수화물 다이어트 레시피,9791197035234.0,미니 박지우 지음,비에이블,20200528.0,"17,500","15,750",요리/살림
트렌드 코리아 2020,9788959896127.0,김난도 외 지음,미래의창,20191024.0,"18,000","16,200",경제경영
사람에 대한 예의,9791190030519.0,권석천 지음,어크로스,20200605.0,"15,000","13,500",인문학
어느 날 공주가 되어버렸다 3 (종이 인형 책(128p) + 투명스티커 4종 + 안경닦이 + 엽서 + 박스 포함 한정판),9791129345615.0,"스푼 지음, 플루토스 원작",캐롯툰,20200304.0,"36,000","32,400",만화
청사과 낙원 시즌 1 : 1~3 세트 - 전3권,9791190630207.0,청낙원 글.그림,위즈덤하우스,20200227.0,"40,000","36,000",만화
정재승의 인간 탐구 보고서 1 : 인간은 외모에 집착한다 (50만 부 기념 리커버 에디션),9788950983079.0,"정재승 기획, 정재은.이고은 글, 김현민 그림",아울북,20221019.0,"15,800","14,220",어린이
"입시설계, 초등부터 시작하라",9791197141379.0,진동섭 지음,포르체,20220602.0,"16,000","14,400",좋은부모
2050 거주불능 지구,9791155401651.0,"데이비드 월러스 웰즈 지음, 김재경 옮김",추수밭(청림출판),20200422.0,"19,800","17,820",사회과학
세계미래보고서 2035-2055,9791159099878.0,박영숙.제롬 글렌 지음,교보문고(단행본),20200605.0,"22,000","19,800",경제경영
킵고잉 Keep Going,9788950988487.0,주언규(신사임당) 지음,21세기북스,20200722.0,"18,800","16,920",경제경영
책 좀 빌려줄래?,9791155812846.0,"그랜트 스나이더 지음, 홍한결 옮김",윌북,20200710.0,"17,800","16,020",에세이
기억 전달자,9788949123554.0,"로이스 로리 지음, 장은수 옮김",비룡소,20240325.0,"16,000","14,400",청소년
이야기의 탄생,9788965963837.0,"윌 스토 지음, 문희경 옮김",흐름출판,20200515.0,"18,800","16,920",인문학
나는 개다,9791198610676.0,백희나 지음,Storybowl(스토리보울),20240514.0,"15,000","13,500",유아
서양미술사 (반양장),9788970840659.0,"E.H.곰브리치 지음, 백승길 외 옮김",예경,20030710.0,"38,000","34,200",예술/대중문화
"펭수, 디 오리지널",9788954752701.0,EBS 지음,EBS BOOKS,20200410.0,"18,000","16,200",건강/취미
"엄마, 주식 사주세요 (리커버 에디션)",9788947545938.0,존 리 지음,한국경제신문,20200528.0,"15,000","13,500",경제경영
프리즘,9791191071030.0,손원평 지음,은행나무,20200915.0,"16,800","15,120",소설/시/희곡
룬의 아이들 - 블러디드 3,9788954674621.0,전민희 지음,엘릭시르,20200918.0,"14,500","13,050",소설/시/희곡
루팡의 딸,9788998274412.0,"요코제키 다이 지음, 최재호 옮김",북플라자,20190925.0,"15,000","13,500",소설/시/희곡
추리소설가의 살인사건,9791138483995.0,"히가시노 게이고 지음, 민경욱 옮김",㈜소미미디어,20240722.0,"16,800","15,120",소설/시/희곡
좀비고등학교 코믹스 17,9791188380640.0,"유대영 지음, 라임스튜디오 그림",겜툰,20200310.0,"9,800","8,820",어린이
이별이 오늘 만나자고 한다,9788954674201.0,이병률 지음,문학동네,20200901.0,"12,000","10,800",소설/시/희곡
시간을 파는 상점,9788954427173.0,김선영 지음,자음과모음,20120410.0,"15,000","13,500",청소년
이상한 수학책,9791188850808.0,"벤 올린 지음, 김성훈 옮김",북라이프,20200318.0,"24,000","21,600",과학
역시 내 청춘 러브코메디는 잘못됐다 14,9791127854911.0,"와타리 와타루 지음, 박정원 옮김, 퐁칸 ⑧ 그림",디앤씨미디어(주)(D&C미디어),20200410.0,"9,000","8,100",소설/시/희곡
어느 날 공주가 되어버렸다 4 (<프린세스 로즈 가든> 컬러링북(128P)+ 투명스티커 5종 + 루카스 스마트톡 + 엽서 + 박스 포함 한정판),9791129352644.0,"스푼 지음, 플루토스 원작",캐롯툰,20200626.0,"36,000","32,400",만화
지쳤거나 좋아하는 게 없거나,9791196797706.0,글배우 지음,강한별,20190904.0,"13,500","12,150",에세이
"알로하, 나의 엄마들 (양장)",9788936477936.0,이금이 지음,창비,20200325.0,"16,000","14,400",소설/시/희곡
이상하고 자유로운 할머니가 되고 싶어,9791190030472.0,무루(박서영) 지음,어크로스,20200512.0,"16,800","15,120",에세이
"나는 풍요로웠고, 지구는 달라졌다",9788934990307.0,"호프 자런 지음, 김은령 옮김",김영사,20200907.0,"16,800","15,120",과학
어린 여우를 위한 무서운 이야기,9788965463665.0,"크리스천 맥케이 하이디커 지음, 이원경 옮김",밝은미래,20200723.0,"16,800","15,120",어린이
킹 세종 더 그레이트,9791197163302.0,"조 메노스키 지음, 정윤희, 정다솜, Stella Cho 외 옮김",핏북,20201009.0,"14,000","12,600",소설/시/희곡
페인트 (양장),9788936459093.0,이희영 지음,창비,20191129.0,"14,000","12,600",소설/시/희곡
완벽한 아이,9791191114058.0,"모드 쥘리앵 지음, 윤진 옮김",복복서가,20201204.0,"16,000","14,400",에세이
명리심리학,9791130628639.0,양창순 지음,다산북스,20200225.0,"18,000","16,200",인문학
좌파 고양이를 부탁해,9791189128821.0,김봄 지음,걷는사람,20200810.0,"13,000","11,700",에세이
미국적인 너무나 미국적인 영어회화 이디엄,9788960498228.0,김아영.Jennifer Grill 지음,사람in,20200103.0,"18,000","16,200",외국어
딸에게 보내는 심리학 편지 (10만 부 기념 스페셜 에디션),9791190538015.0,한성희 지음,메이븐,20200128.0,"17,800","16,020",인문학
진짜 부자 가짜 부자,9791190259170.0,사경인 지음,더클래스,20200417.0,"17,000","15,300",경제경영
오늘도 펭수 내일도 펭수,9791130627366.0,EBS.펭수 지음,놀(다산북스),20191219.0,"17,000","15,300",에세이
"박막례, 이대로 죽을 순 없다",9791190065672.0,박막례.김유라 지음,위즈덤하우스,20190603.0,"14,800","13,320",에세이
2019 제10회 젊은작가상 수상작품집,9788954655811.0,박상영 외 지음,문학동네,20190405.0,"13,000","11,700",소설/시/희곡
연의 편지,9791196155711.0,조현아 지음,손봄북스,20190527.0,"16,500","14,850",만화
82년생 김지영,9788937473135.0,조남주 지음,민음사,20161014.0,"14,000","12,600",소설/시/희곡
50대 사건으로 보는 돈의 역사,9791135422225.0,홍춘욱 지음,로크미디어,20190424.0,"17,800","16,020",경제경영
철학은 어떻게 삶의 무기가 되는가,9791130620459.0,"야마구치 슈 지음, 김윤경 옮김",다산초당,20190122.0,"16,000","14,400",인문학
내 어머니 이야기 세트 - 전4권,9788954672429.0,김은성 지음,문학동네,20200615.0,"62,000","55,800",만화
잊기 좋은 이름,9791170400011.0,김애란 지음,열림원,20190705.0,"16,000","14,400",에세이
설민석의 한국사 대모험 9,9791191496819.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",단꿈아이,20230125.0,"13,000","11,700",어린이
천년의 질문 1,9788965746829.0,조정래 지음,해냄,20190611.0,"18,500","16,650",소설/시/희곡
"진이, 지니",9791189982140.0,정유정 지음,은행나무,20190527.0,"14,000","12,600",소설/시/희곡
설민석의 한국사 대모험 10,9791191496826.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",단꿈아이,20230125.0,"13,000","11,700",어린이
빨강 머리 앤 (양장),9791164457854.0,"루시 모드 몽고메리 지음, 박혜원 옮김",더모던,20230725.0,"22,000","19,800",소설/시/희곡
천년의 질문 2,9788965746836.0,조정래 지음,해냄,20190611.0,"18,500","16,650",소설/시/희곡
반일 종족주의,9788970873268.0,이영훈 외 지음,미래사,20190710.0,"20,000","18,000",역사
"걷는 사람, 하정우",9788954653817.0,하정우 지음,문학동네,20181123.0,"15,500","13,950",에세이
인어가 잠든 집,9788990982773.0,"히가시노 게이고 지음, 김난주 옮김",재인,20190228.0,"21,800","19,620",소설/시/희곡
천년의 질문 3,9788965746843.0,조정래 지음,해냄,20190611.0,"18,500","16,650",소설/시/희곡
디디의 우산,9788936437541.0,황정은 지음,창비,20190120.0,"15,000","13,500",소설/시/희곡
설민석의 한국사 대모험 11,9791191496833.0,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",단꿈아이,20230125.0,"13,000","11,700",어린이
추리 천재 엉덩이 탐정과 카레 사건,9791164130764.0,"트롤 글.그림, 김정화 옮김",미래엔아이세움,20190501.0,"12,000","10,800",어린이
에어프라이어 만능 레시피북,9791129703620.0,강지현 지음,엔트리(메가스터디북스),20190201.0,"14,000","12,600",요리/살림
나는 습관을 조금 바꾸기로 했다,9791194246909.0,"사사키 후미오 지음, 정지영 옮김",쌤앤파커스,20250326.0,"18,000","16,200",자기계발
여자 둘이 살고 있습니다,9791194184027.0,김하나.황선우 지음,이야기장수,20240826.0,"18,500","16,650",에세이
당신은 뇌를 고칠 수 있다,9791135442414.0,"톰 오브라이언 지음, 이시은 옮김",브론스테인,20190821.0,"19,800","17,820",건강/취미
포노 사피엔스,9788965707691.0,최재붕 지음,쌤앤파커스,20190311.0,"16,800","15,120",경제경영
추리 천재 엉덩이 탐정 8,9791164131914.0,"트롤 글.그림, 김정화 옮김",미래엔아이세움,20190725.0,"12,000","10,800",어린이
돌이킬 수 없는 약속,9791190157896.0,"야쿠마루 가쿠 지음, 김성미 옮김",북플라자,20221226.0,"16,500","14,850",소설/시/희곡
말센스,9791187165460.0,"셀레스트 헤들리 지음, 김성환 옮김",스몰빅라이프,20190225.0,"14,500","13,050",자기계발
우린 너무 몰랐다,9788982641541.0,김용옥 지음,통나무,20230215.0,"19,000","17,100",역사
연필로 쓰기,9788954655699.0,김훈 지음,문학동네,20190327.0,"15,500","13,950",에세이
멜로디 봉봉 : 나들이 동요,8809477871012.0,"조원경 외 지음, 책마중 그림",스마트베어,20190215.0,"15,500","12,400",유아
104층 나무 집,9788952795090.0,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20190110.0,"15,000","13,500",어린이
지금 이대로 좋다,9791187297239.0,"법륜 지음, 박정은 그림",정토출판,20191030.0,"14,800","13,320",에세이
축구를 하며 생각한 것들 (리커버 에디션),9791188073559.0,손흥민 지음,브레인스토어,20200821.0,"18,000","16,200",에세이
설민석의 세계사 대모험 1,9791196893125.0,"설민석.잼 스토리 지음, 박성일 그림,서정복 감수",단꿈아이,20200317.0,"12,000","10,800",어린이
아이를 위한 하루 한 줄 인문학,9791198161482.0,김종원 지음,청림Life,20240207.0,"17,000","15,300",좋은부모
정리하는 뇌,9788937837654.0,"대니얼 J. 레비틴 지음, 김성훈 옮김",와이즈베리,20150622.0,"22,000","19,800",인문학
봉제인형 살인사건,9788998274931.0,"다니엘 콜 지음, 유혜인 옮김",북플라자,20171020.0,"15,000","13,500",소설/시/희곡
