순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
71,국내도서,메타버스,257954281 ,9791189580575 ,3320,김상균 지음,플랜비디자인,20201218,"17,000","15,300",850점,7746,경제경영
72,국내도서,아몬드 (반양장),106366621 ,9788936456788 ,43810,손원평 지음,창비,20170331,"13,000","11,700",650점,37999,청소년
73,국내도서,소설 주술회전 1,270740769 ,9791136734518 ,,"아쿠타미 게게 지음, 유유리 옮김",서울미디어코믹스(서울문화사),20210525,"7,800","7,020",390점,6814,소설/시/희곡
74,국내도서,이상한 과자 가게 전천당 11,274947170 ,9791164063734 ,74830,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20210713,"12,000","10,800",600점,7020,어린이
75,국내도서,130층 나무 집,267001556 ,9791165794811 ,74840,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20210330,"14,000","12,600",700점,7061,어린이
76,국내도서,"돈, 뜨겁게 사랑하고 차갑게 다루어라",324898598 ,9791192519883 ,3320,"앙드레 코스톨라니 지음, 한윤진 옮김",미래의창,20230912,"15,000","13,500",750점,42242,경제경영
77,국내도서,사피엔스 (무선본),56868780 ,9788934972464 ,3900,"유발 하라리 지음, 조현욱 옮김, 이태수 감수",김영사,20151123,"22,000","19,800","1,100점",78870,인문학
78,국내도서,이기적 유전자,170482558 ,9788932473901 ,3470,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,20181020,"20,000","18,000","1,000점",110913,과학
79,국내도서,365일 명화 일력 (스프링),280061432 ,9791191825152 ,600,김영숙 지음,빅피시,20211103,"18,800","16,920",940점,10645,예술/대중문화
80,국내도서,돈의 시나리오,260379814 ,9791130634432 ,3320,김종봉.제갈현열 지음,다산북스,20210113,"17,000","15,300",850점,7268,경제경영
81,국내도서,귀멸의 칼날 8,298605642 ,9791168764293 ,,고토게 코요하루 지음,학산문화사(만화),20190418,"6,000","5,400",300점,1786,만화
82,국내도서,마지막 몰입 확장판 : 나를 넘어서는 힘,335622000 ,9791162543665 ,3190,"짐 퀵 지음, 김미정 옮김",비즈니스북스,20240312,"18,000","16,200",900점,15225,자기계발
83,국내도서,귀멸의 칼날 21,294409871 ,9791168764422 ,,고토게 코요하루 지음,학산문화사(만화),20201126,"6,000","5,400",300점,2879,만화
84,국내도서,만복이네 떡집,7165205 ,9788949161341 ,74800,"김리리 지음, 이승현 그림",비룡소,20100528,"13,000","11,700",650점,48261,어린이
85,국내도서,해커스 토익 실전 1000제 1 RC Reading(리딩) 문제집,306666773 ,9788965425052 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20240812,"11,900","10,710",590점,22118,외국어
86,국내도서,고양이 해결사 깜냥 3,259678495 ,9788936448011 ,74810,"홍민정 지음, 김재희 그림",창비,20210611,"12,000","10,800",600점,16826,어린이
87,국내도서,EBS 당신의 문해력 (워크북 포함 한정판),277006892 ,9788954759335 ,3370,"EBS &lt;당신의 문해력&gt; 제작팀 기획, 김윤정 글",EBS BOOKS,20210820,"17,000","15,300",850점,7408,좋은부모
88,국내도서,"시선으로부터,",241313700 ,9788954672214 ,3810,정세랑 지음,문학동네,20200605,"14,000","12,600",700점,36095,소설/시/희곡
89,국내도서,귀멸의 칼날 20,294402029 ,9791168764415 ,,고토게 코요하루 지음,학산문화사(만화),20200924,"6,000","5,400",300점,2775,만화
90,국내도서,주술회전 14,268833506 ,9791136732835 ,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20210424,"5,000","4,500",250점,5962,만화
91,국내도서,체리새우 : 비밀글입니다,179700075 ,9788954654753 ,3810,황영미 지음,문학동네,20190128,"11,500","10,350",570점,51070,청소년
92,국내도서,흔한남매 9,283951526 ,9791164139897 ,77810,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20211209,"13,500","12,150",670점,12428,어린이
93,국내도서,EEA : English for Everyday Activities 일상표현 낭독편,258553202 ,9791162371732 ,14740,Lawrence J. Zwier 지음,Compass Publishing,20201216,"14,000","12,600",700점,12342,외국어
94,국내도서,요츠바랑! 1,509378 ,9788952879103 ,7830,아즈마 키요히코 지음,대원씨아이(만화),20040806,"4,000","3,600",200점,1514,만화
95,국내도서,귀멸의 칼날 9,210116681 ,9791134841409 ,7650,고토게 코요하루 지음,학산문화사(만화),20190418,"5,000","4,500",250점,7129,만화
96,국내도서,귀멸의 칼날 19,246286192 ,9791134860615 ,,고토게 코요하루 지음,학산문화사(만화),20200716,"5,000","4,500",250점,7432,만화
97,국내도서,김락희의 인체 드로잉,216758803 ,9788931588507 ,13600,"김락희 지음, 윤관현 감수",성안당,20191127,"35,000","31,500","1,750점",33129,예술/대중문화
98,국내도서,나의 한국현대사 1959-2020,260757688 ,9788971999080 ,3910,유시민 지음,돌베개,20210118,"19,000","17,100",950점,14015,역사
99,국내도서,귀멸의 칼날 10,207745783 ,9791134821791 ,,고토게 코요하루 지음,학산문화사(만화),20190917,"5,000","4,500",250점,7564,만화
100,국내도서,귀멸의 칼날 18,241019632 ,9791134858100 ,,고토게 코요하루 지음,학산문화사(만화),20200522,"5,000","4,500",250점,7333,만화
101,국내도서,친구의 전설,329294261 ,9788901277158 ,74800,이지은 지음,웅진주니어,20231115,"16,800","15,120",840점,22656,유아
102,국내도서,반지의 제왕 1~3 + 호빗 세트 - 전4권,263530954 ,9788950993283 ,,"존 로날드 로웰 톨킨 지음, 김보원 외 옮김",arte(아르테),20210223,"196,200","176,580","9,810점",6485,소설/시/희곡
103,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol.1 Reading,175769967 ,9788917230567 ,14740,ETS 엮음,(주)YBM(와이비엠),20181217,"17,800","16,020",890점,32639,외국어
104,국내도서,달까지 가자,259678611 ,9788936434496 ,3810,장류진 지음,창비,20210415,"18,000","16,200",900점,7589,소설/시/희곡
105,국내도서,귀멸의 칼날 12,294401846 ,9791168764330 ,,고토게 코요하루 지음,학산문화사(만화),20191125,"6,000","5,400",300점,1911,만화
106,국내도서,전설로 떠나는 월가의 영웅,276636094 ,9788957825945 ,13320,"피터 린치.존 로스차일드 지음, 이건 옮김, 홍진채 감수",국일증권경제연구소,20210730,"26,000","23,400","1,300점",31666,경제경영
107,국내도서,주술회전 13,266118414 ,9791136731890 ,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20210319,"5,000","4,500",250점,6334,만화
108,국내도서,귀멸의 칼날 17,237982149 ,9791134855475 ,,고토게 코요하루 지음,학산문화사(만화),20200420,"5,000","4,500",250점,7354,만화
109,국내도서,미래의 부,276093503 ,9791191360196 ,3320,이지성 지음,차이정원,20210726,"17,000","15,300",850점,6681,경제경영
110,국내도서,키르케 (리커버 특별판),269017742 ,9791190582438 ,3840,"매들린 밀러 지음, 이은선 옮김",이봄,20210405,"17,000","15,300",850점,16805,소설/시/희곡
111,국내도서,원피스 99,322921540 ,9791168945456 ,,오다 에이치로 지음,대원씨아이(만화),20210826,"5,500","4,950",270점,2846,만화
112,국내도서,나는 주식 대신 달러를 산다,271826270 ,9788925588636 ,3320,박성현 지음,알에이치코리아(RHK),20210530,"18,000","16,200",900점,8545,경제경영
113,국내도서,주술회전 0 : 외전,189949936 ,9791164035281 ,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20190425,"5,000","4,500",250점,8431,만화
114,국내도서,귀멸의 칼날 11,212222757 ,9791134826468 ,,고토게 코요하루 지음,학산문화사(만화),20191017,"5,000","4,500",250점,7386,만화
115,국내도서,해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝),151502299 ,9788965422617 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20181126,"11,900","10,710",590점,24478,외국어
116,국내도서,귀멸의 칼날 16,234722535 ,9791134854133 ,,고토게 코요하루 지음,학산문화사(만화),20200306,"5,000","4,500",250점,7395,만화
117,국내도서,4~7세보다 중요한 시기는 없습니다,275956657 ,9791190776820 ,3590,이임숙 지음,카시오페아,20210802,"19,000","17,100",950점,6716,좋은부모
118,국내도서,귀멸의 칼날 14,227350231 ,9791134845247 ,,고토게 코요하루 지음,학산문화사(만화),20200115,"5,000","4,500",250점,7392,만화
119,국내도서,인생은 실전이다,279202717 ,9791197549304 ,3810,신영준.주언규 지음,상상스퀘어,20210908,"18,500","16,650",920점,6008,에세이
120,국내도서,이상한 과자 가게 전천당 12,282893506 ,9791164063956 ,74830,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20211115,"12,000","10,800",600점,7045,어린이
121,국내도서,데일 카네기 인간관계론 (50만부 돌파 초판 무삭제 완역본),209457983 ,9791187142560 ,3320,"데일 카네기 지음, 임상훈 옮김",현대지성,20191007,"11,500","10,350",570점,78221,자기계발
122,국내도서,주식 공부 5일 완성,260173566 ,9791162541869 ,3320,박민수(샌드 타이거 샤크) 지음,비즈니스북스,20210118,"18,000","16,200",900점,7019,경제경영
123,국내도서,듄 신장판 1~6 세트 - 전6권,262971982 ,9791158887605 ,,"프랭크 허버트 지음, 김승욱 옮김",황금가지,20210122,"120,000","108,000","6,000점",13339,소설/시/희곡
124,국내도서,니클의 소년들,258088034 ,9791191071238 ,3840,"콜슨 화이트헤드 지음, 김승욱 옮김",은행나무,20201211,"17,000","15,300",850점,6876,소설/시/희곡
125,국내도서,귀멸의 칼날 15,231803980 ,9791134848378 ,,고토게 코요하루 지음,학산문화사(만화),20200207,"5,000","4,500",250점,7251,만화
126,국내도서,정의란 무엇인가,48988418 ,9788937834790 ,3300,"마이클 샌델 지음, 김명철 옮김, 김선욱 감수",와이즈베리,20141120,"18,000","16,200",900점,60671,인문학
127,국내도서,귀멸의 칼날 13,292907218 ,9791168764347 ,,고토게 코요하루 지음,학산문화사(만화),20191224,"6,000","5,400",300점,1902,만화
128,국내도서,마법천자문 50,261927375 ,9788950993153 ,77720,"유대영 지음, 홍거북 그림, 김창환 감수",아울북,20210120,"15,800","14,220",790점,5176,어린이
129,국내도서,흔한남매 불꽃 튀는 우리말 1,264113180 ,9791130635712 ,77700,"한은호 지음, 유희석 그림, 흔한컴퍼니 감수, 흔한남매 원작",다산어린이,20210304,"14,000","12,600",700점,5720,어린이
130,국내도서,주술회전 12,263144390 ,9791136730756 ,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20210226,"5,000","4,500",250점,7184,만화
131,국내도서,아직 끝이 아니다,266200206 ,9788968970870 ,3840,김연경 지음,가연,20210312,"14,800","13,320",740점,8967,에세이
132,국내도서,문명 1,271621968 ,9788932921037 ,4860,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20210530,"14,800","13,320",740점,5571,소설/시/희곡
133,국내도서,설민석의 한국사 대모험 18,310624448 ,9791191496918 ,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230125,"13,000","11,700",650점,7136,어린이
134,국내도서,지적 대화를 위한 넓고 얕은 지식 1,228727924 ,9791190313186 ,3100,채사장 지음,웨일북,20200201,"19,000","17,100",950점,66447,인문학
135,국내도서,원피스 98,328898132 ,9791168945449 ,,오다 에이치로 저자,대원씨아이(만화),20210326,"5,500","4,950",270점,2226,만화
136,국내도서,해커스 토익 스타트 LC Listening (리스닝) 입문서,222371972 ,9788965423386 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240902,"14,900","13,410",740점,34279,외국어
137,국내도서,주식투자 절대 원칙,281664747 ,9791166570421 ,3320,박영옥 지음,센시오,20211101,"17,000","15,300",850점,8969,경제경영
138,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol.1 Listening,175766460 ,9788917230550 ,14740,ETS 엮음,(주)YBM(와이비엠),20181217,"17,800","16,020",890점,28676,외국어
139,국내도서,귀멸의 칼날 7,210116198 ,9791134841386 ,7650,고토게 코요하루 지음,학산문화사(만화),20190221,"5,000","4,500",250점,6680,만화
140,국내도서,NFT 레볼루션,278490738 ,9791165216603 ,3320,성소라.롤프 회퍼.스콧 맥러플린 지음,더퀘스트,20210901,"18,000","16,200",900점,6876,경제경영
141,국내도서,대한민국 재건축 재개발 지도,278405759 ,9791130640600 ,3320,정지영 지음,다산북스,20210825,"19,000","17,100",950점,5761,경제경영
142,국내도서,귀멸의 칼날 1,294617796 ,9791168764224 ,7650,고토게 코요하루 지음,학산문화사(만화),20170920,"6,000","5,400",300점,2147,만화
143,국내도서,세금 내는 아이들,273246838 ,9788947547260 ,73320,"옥효진 지음, 김미연 그림",한국경제신문,20210615,"14,000","12,600",700점,16205,어린이
144,국내도서,지박소년 하나코 군 14 (특장판),278905962 ,,,"아이다이로 지음, 장혜영 옮김",서울미디어코믹스(서울문화사),20210915,"6,000","5,400",300점,4089,만화
145,국내도서,마법천자문 51,275262205 ,9788950995904 ,77720,"유대영 지음, 홍거북 그림, 김창환 감수",아울북,20210712,"15,800","14,220",790점,5481,어린이
146,국내도서,장군이네 떡집,238609281 ,9788949162041 ,74800,"김리리 지음, 이승현 그림",비룡소,20200429,"13,000","11,700",650점,20761,어린이
147,국내도서,지박소년 하나코 군 15 (특장판),278906132 ,,,"아이다이로 지음, 장혜영 옮김",서울미디어코믹스(서울문화사),20210915,"6,000","5,400",300점,4093,만화
148,국내도서,하이큐!! 45,295866022 ,9791136299574 ,,후루다테 하루이치 지음,대원씨아이(만화),20201224,"5,500","4,950",270점,5205,만화
149,국내도서,소원 떡집,238612493 ,9788949162058 ,74800,"김리리 지음, 이승현 그림",비룡소,20200429,"13,000","11,700",650점,18426,어린이
150,국내도서,문명 2,271623247 ,9788932921044 ,4860,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20210530,"14,800","13,320",740점,5282,소설/시/희곡
151,국내도서,겁내지 않고 그림 그리는 법,267223294 ,9791185954707 ,3600,이연 지음,미술문화,20210324,"15,000","13,500",750점,5436,에세이
152,국내도서,부의 인문학 (20만부 기념 개정증보판),289672648 ,9791196851200 ,3320,우석(브라운스톤) 지음,오픈마인드,20220321,"17,000","15,300",850점,15931,경제경영
153,국내도서,귀멸의 칼날 2,207999939 ,9791134841331 ,7650,고토게 코요하루 지음,학산문화사(만화),20170512,"5,000","4,500",250점,6430,만화
154,국내도서,현명한 투자자,240752952 ,9788957821305 ,3320,"벤저민 그레이엄 지음, 이건 옮김, 신진오 감수",국일증권경제연구소,20200526,"23,000","20,700","1,150점",25363,경제경영
155,국내도서,클라라와 태양,267220169 ,9788937417566 ,3840,"가즈오 이시구로 지음, 홍한별 옮김",민음사,20210329,"17,000","15,300",850점,10317,소설/시/희곡
156,국내도서,소수몽키의 한 권으로 끝내는 미국주식,267618918 ,9791165214975 ,13320,소수몽키(홍승초) 지음,길벗,20210324,"20,000","18,000","1,000점",9055,경제경영
157,국내도서,백조와 박쥐,277364809 ,9791190885928 ,3830,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20210816,"18,000","16,200",900점,5475,소설/시/희곡
158,국내도서,럭키 LUCKY,278177114 ,9791191891027 ,3320,김도윤 지음,북로망스,20210825,"16,000","14,400",800점,6145,자기계발
159,국내도서,크리스마스 피그,280597397 ,9788983928825 ,3840,"J.K. 롤링 지음, 짐 필드 그림, 공보경 옮김",문학수첩,20211012,"20,000","18,000","1,000점",5750,소설/시/희곡
160,국내도서,설레는 건 많을수록 좋아,268023082 ,9791190938624 ,3810,김옥선 지음,상상출판,20210329,"15,000","13,500",750점,4233,에세이
161,국내도서,2025 상장 기업 업종 지도,353829509 ,9791194322047 ,3320,박찬일 지음,에프엔미디어,20250101,"23,000","20,700","1,150점",5867,경제경영
162,국내도서,눈 떠보니 선진국,275691988 ,9791157845286 ,3300,박태웅 지음,한빛비즈,20210801,"16,500","14,850",820점,5520,사회과학
163,국내도서,어떤 죽음이 삶에게 말했다,261206279 ,9788965964230 ,3810,김범석 지음,흐름출판,20210118,"15,000","13,500",750점,6546,에세이
