순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
68,국내도서,여름이 온다,276691731 ,9788949114118 ,74800,이수지 지음,비룡소,20210727,"27,000","24,300","1,350점",10984,유아
69,국내도서,야쿠자의 덕질 1,298733090 ,9791138433389 ,7830,"야츠다 테키 지음, 박연지 옮김",㈜소미미디어,20220812,"6,000","5,400",300점,5999,만화
70,국내도서,데미안 (오리지널 초판본 표지디자인),98710881 ,9791187011590 ,4850,"헤르만 헤세 지음, 이미영 옮김, 김선형",코너스톤,20170101,"3,200","2,880",160점,85687,소설/시/희곡
71,국내도서,도쿄 에일리언즈 1,311055943 ,9791136762689 ,,"NAOE 지음, 박소현 옮김",서울미디어코믹스(서울문화사),20220228,"6,000","5,400",300점,3103,만화
72,국내도서,우리 아기 오감발달 시끌벅적 정글 사운드북,105141243 ,8809264180679 ,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20170308,"19,800","15,840",590점,32379,유아
73,국내도서,H마트에서 울다,289621076 ,9788954683371 ,3840,"미셸 자우너 지음, 정혜윤 옮김",문학동네,20220228,"16,000","14,400",800점,15291,에세이
74,국내도서,주술회전 20 (초판한정 사멸회유 특제 미니 L홀더 + 선착순 한정 이타도리 유지 포토 카드 포함 특장판),303424743 ,,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20221026,"6,000","5,400",300점,5072,만화
75,국내도서,이기적 유전자,170482558 ,9788932473901 ,3470,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,20181020,"20,000","18,000","1,000점",110913,과학
76,국내도서,우리 아기 오감발달 동물농장 사운드북,142232791 ,8809264180921 ,1,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20180411,"19,800","15,840",590점,40577,유아
77,국내도서,원피스 101,291463925 ,9791168940420 ,,오다 에이치로 지음,대원씨아이(만화),20220325,"5,500","4,950",270점,8774,만화
78,국내도서,모든 것은 기본에서 시작한다,280898493 ,9791190382502 ,3810,손웅정 지음,수오서재,20211015,"16,000","14,400",800점,26187,에세이
79,국내도서,인간 실격,491611 ,9788937461033 ,4830,"다자이 오사무 지음, 김춘미 옮김",민음사,20040515,"9,000","8,100",450점,75949,소설/시/희곡
80,국내도서,밝은 밤,275419192 ,9788954681179 ,3810,최은영 지음,문학동네,20210727,"15,500","13,950",770점,47366,소설/시/희곡
81,국내도서,원피스 102,296798536 ,9791169180948 ,,오다 에이치로 지음,대원씨아이(만화),20220627,"5,500","4,950",270점,9301,만화
82,국내도서,"물고기는 존재하지 않는다 (리커버 특별판, 양장)",303025877 ,9791189327156 ,3400,"룰루 밀러 지음, 정지인 옮김",곰출판,20211217,"17,000","15,300",850점,103119,과학
83,국내도서,블루 아카이브 코믹 앤솔로지 VOL.1 & VOL.2 합본 세트 (마우스패드 + 일러스트 카드 5종 포함),305349388 ,9791127866358 ,4830,"NEXON GAMES 지음, 김덕진 옮김",디앤씨미디어(주)(D&C미디어),20221210,"20,000","18,000","1,000점",6168,만화
84,국내도서,10배의 법칙,322923682 ,9788960519947 ,3190,"그랜트 카돈 지음, 최은아 옮김",부키,20230828,"18,500","16,650",920점,9262,자기계발
85,국내도서,인플레이션에서 살아남기,294457778 ,9791190977661 ,3320,오건영 지음,페이지2(page2),20220523,"18,800","16,920",940점,6328,경제경영
86,국내도서,이상한 과자 가게 전천당 14,292817554 ,9791164064243 ,74830,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20220425,"12,000","10,800",600점,5776,어린이
87,국내도서,설민석의 한국사 대모험 20,309889665 ,9791191496932 ,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230125,"13,000","11,700",650점,6492,어린이
88,국내도서,해커스 토익 RC Reading(리딩) 기본서,306403048 ,9788965424765 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240819,"18,800","16,920",940점,62539,외국어
89,국내도서,변화하는 세계 질서,294641551 ,9791157845798 ,3320,"레이 달리오 지음, 송이루.조용빈 옮김",한빛비즈,20220601,"38,000","34,200","1,900점",8851,경제경영
90,국내도서,둥실이네 떡집,292986761 ,9788949162188 ,74800,"김리리 지음, 김이랑 그림",비룡소,20220422,"13,000","11,700",650점,8060,어린이
91,국내도서,이은경쌤의 초등어휘일력 365 (스프링),303291088 ,9791192625300 ,12590,이은경 지음,포레스트북스,20221028,"18,800","16,920",940점,33696,좋은부모
92,국내도서,시맨틱 에러 대본집,293047534 ,9791192186559 ,3810,제이선 지음,blackD(블랙디),20220517,"22,000","19,800","1,100점",5628,예술/대중문화
93,국내도서,운명을 바꾸는 부동산 투자 수업 : 기초편,291328350 ,9788901259307 ,4320,부동산읽어주는남자(정태익) 지음,리더스북,20220331,"16,800","15,120",840점,8146,경제경영
94,국내도서,마흔에 읽는 니체,300065288 ,9791192300245 ,3160,장재형 지음,유노북스,20220901,"16,000","14,400",800점,17786,인문학
95,국내도서,보도 섀퍼의 이기는 습관,290375476 ,9791158512378 ,3190,"보도 섀퍼 지음, 박성원 옮김",토네이도,20220318,"17,000","15,300",850점,13435,자기계발
96,국내도서,우리는 여전히 삶을 사랑하는가,287847084 ,9788934949671 ,3180,"에리히 프롬 지음, 라이너 풍크 엮음, 장혜경 옮김",김영사,20220211,"15,800","14,220",790점,11579,인문학
97,국내도서,키득키득 사운드북 : 동물 오케스트라,234017729 ,8809264181478 ,1,"샘 태플린 지음, 가레스 루카스 그림, 앤서니 마크스 음악",어스본코리아,20200225,"15,800","12,640",470점,22643,유아
98,국내도서,143층 나무 집,291091135 ,9791165799052 ,74840,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20220330,"14,000","12,600",700점,6293,어린이
99,국내도서,인생의 허무를 어떻게 할 것인가,303825596 ,9791167070791 ,3810,김영민 지음,사회평론아카데미,20221031,"16,000","14,400",800점,8208,인문학
100,국내도서,ETS 토익기출 파트별 VOCA 보카,307463655 ,9788917237481 ,13740,ETS 지음,(주)YBM(와이비엠),20221223,"13,000","11,700",650점,60067,외국어
101,국내도서,세계를 건너 너에게 갈게,133668671 ,9788954650212 ,3810,이꽃님 지음,문학동네,20180209,"13,500","12,150",670점,55091,청소년
102,국내도서,극장판 주술회전 0 노벨라이즈,291254247 ,9791136752024 ,47830,"아쿠타미 게게 지음, 세코 히로시 각본, 유유리 옮김",서울미디어코믹스(서울문화사),20220321,"9,500","8,550",470점,5453,소설/시/희곡
103,국내도서,원피스 103,303523008 ,9791169441315 ,,오다 에이치로 지음,대원씨아이(만화),20221028,"5,500","4,950",270점,10051,만화
104,국내도서,순례 주택,266745690 ,9788949123493 ,44800,유은실 지음,비룡소,20210311,"15,000","13,500",750점,45207,청소년
105,국내도서,지리의 힘 2,291370373 ,9788993178982 ,3300,"팀 마샬 지음, 김미선 옮김",사이,20220410,"23,000","20,700","1,150점",12798,사회과학
106,국내도서,백년 허리 1 : 진단편,269524451 ,9791197437304 ,3510,정선근 지음,언탱글링,20210415,"18,500","16,650",920점,34792,건강/취미
107,국내도서,이 책은 돈 버는 법에 관한 이야기,301697896 ,9791189686536 ,3320,고명환 지음,라곰,20220919,"16,800","15,120",840점,11599,경제경영
108,국내도서,월급쟁이 부자로 은퇴하라 (10만 부 돌파 기념 증보판),296379470 ,9788925578156 ,3320,너나위 지음,알에이치코리아(RHK),20220620,"19,800","17,820",990점,23851,경제경영
109,국내도서,ETS 토익 단기 공략 750+ (LC + RC),249196467 ,9788917235944 ,13740,ETS 지음,(주)YBM(와이비엠),20200820,"18,000","16,200",900점,69184,외국어
110,국내도서,레버리지 (양장),193588490 ,9791130621678 ,13320,"롭 무어 지음, 김유미 옮김",다산북스,20190603,"16,000","14,400",800점,8821,자기계발
111,국내도서,클래식 뮤지컬 차이콥스키의 발레곡 호두까기 인형 사운드북,255076408 ,8809264181515 ,1,"피오나 와트 지음, 올가 데미도바 그림",어스본코리아,20201105,"19,800","15,840",590점,43256,유아
112,국내도서,세븐 테크,287405261 ,9788901255712 ,3320,김미경 외 지음,웅진지식하우스,20220210,"18,000","16,200",900점,5124,경제경영
113,국내도서,내가 틀릴 수도 있습니다 (리커버),305342252 ,9791130689890 ,3100,"비욘 나티코 린데블라드 지음, 토마스 산체스 그림, 박미경 옮김",다산초당,20220418,"16,000","14,400",800점,7061,인문학
114,국내도서,지적 대화를 위한 넓고 얕은 지식 1,228727924 ,9791190313186 ,3100,채사장 지음,웨일북,20200201,"19,000","17,100",950점,66447,인문학
115,국내도서,"주술회전 18 (초판한정 캐릭터 일러스트 카드 + 선착순한정 이누마키 토게, 판다 학생증 포함 특장판)",289269146 ,,,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20220228,"5,000","4,500",250점,4278,만화
116,국내도서,멘탈을 바꿔야 인생이 바뀐다,293076883 ,9791191043761 ,3190,박세니 지음,마인드셋,20220430,"15,800","14,220",790점,5057,자기계발
117,국내도서,이상한 과자 가게 전천당 15,297344465 ,9791164064410 ,74830,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20220711,"13,000","11,700",650점,5346,어린이
118,국내도서,백광,288756034 ,9791191043617 ,3830,"렌조 미키히코 지음, 양윤옥 옮김",모모,20220214,"14,500","13,050",720점,8657,소설/시/희곡
119,국내도서,흔한남매 과학 탐험대 4 : 물질,289323497 ,9788934930549 ,77400,"김덕영 그림, 이현진 외 글, 최진수 감수, 정현철 외 기획, 흔한남매 원작",주니어김영사,20220228,"14,800","13,320",740점,9097,어린이
120,국내도서,보도 섀퍼의 돈,410811 ,9788919205013 ,3320,"보도 섀퍼 지음, 이병서 옮김",에포케,20110517,"16,700","15,030",830점,43452,경제경영
121,국내도서,설민석의 한국사 대모험 19,311963953 ,9791191496925 ,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230125,"13,000","11,700",650점,6858,어린이
122,국내도서,설민석의 한국사 대모험 21,295463572 ,9791191496208 ,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20220527,"13,000","11,700",650점,5889,어린이
123,국내도서,튜브,298076583 ,9788936434625 ,3810,손원평 지음,창비,20220722,"15,000","13,500",750점,5887,소설/시/희곡
124,국내도서,스파이 패밀리 1,215083221 ,9791134838560 ,,엔도 타츠야 지음,학산문화사(만화),20191128,"6,000","5,400",300점,10067,만화
125,국내도서,꽃샘바람에 흔들린다면 너는 꽃,291817995 ,9791190382618 ,3810,류시화 지음,수오서재,20220411,"13,500","12,150",670점,7850,소설/시/희곡
126,국내도서,스파이 패밀리 9,296749317 ,9791168768987 ,,엔도 타츠야 지음,학산문화사(만화),20220621,"6,000","5,400",300점,7037,만화
127,국내도서,우리는 지금 문학이 필요하다,285329840 ,9791135472176 ,3180,"앵거스 플레처 지음, 박미경 옮김",비잉(Being),20211222,"26,800","24,120","1,340점",5916,인문학
128,국내도서,뉴욕주민의 진짜 미국식 주식투자,286122776 ,9791162542606 ,3320,뉴욕주민 지음,비즈니스북스,20220111,"24,000","21,600","1,200점",6113,경제경영
129,국내도서,명탐정 코난 100,334206817 ,9791136762252 ,47830,아오야마 고쇼 지음,서울미디어코믹스(서울문화사),20220120,"6,000","5,400",300점,1082,만화
130,국내도서,"어느 날, 내 죽음에 네가 들어왔다",293966952 ,9791191043723 ,3830,"세이카 료겐 지음, 김윤경 옮김",모모,20220509,"15,000","13,500",750점,14701,소설/시/희곡
131,국내도서,아몬드 (반양장),106366621 ,9788936456788 ,43810,손원평 지음,창비,20170331,"13,000","11,700",650점,37999,청소년
132,국내도서,데미안,260084 ,9788937460449 ,4850,"헤르만 헤세 지음, 전영애 옮김",민음사,20001220,"8,000","7,200",400점,101259,소설/시/희곡
133,국내도서,죽음의 수용소에서,242120194 ,9788936811549 ,3180,"빅터 프랭클 지음, 이시형 옮김",청아출판사,20200530,"9,800","8,820",490점,65565,인문학
134,국내도서,해커스 토익 스타트 RC Reading (리딩) 입문서,222363085 ,9788965423379 ,13740,David Cho 지음,해커스어학연구소(Hackers),20250407,"14,900","13,410",740점,42726,외국어
135,국내도서,전념,285422452 ,9791197549335 ,3300,"피트 데이비스 지음, 신유희 옮김",상상스퀘어,20220105,"17,800","16,020",890점,6179,인문학
136,국내도서,나는 대출 없이 0원으로 소형 아파트를 산다,292824466 ,9791130689876 ,3320,잭파시(최경천) 지음,다산북스,20220419,"20,000","18,000","1,000점",4766,경제경영
137,국내도서,거의 모든 일상 표현의 영어,303885495 ,9788960499751 ,14740,케빈 강.해나 변 지음,사람in,20221101,"20,000","18,000","1,000점",19004,외국어
138,국내도서,문재인의 위로,294377869 ,9791164455676 ,3810,더휴먼 편집부 엮음,더휴먼,20220510,"15,800","14,220",790점,4225,에세이
139,국내도서,스파이 패밀리 2,233320813 ,9791134848514 ,,엔도 타츠야 지음,학산문화사(만화),20200218,"6,000","5,400",300점,8823,만화
140,국내도서,스파이 패밀리 8,284700142 ,9791134897055 ,,엔도 타츠야 지음,학산문화사(만화),20211213,"6,000","5,400",300점,6701,만화
141,국내도서,럭키 드로우,287380423 ,9791130679822 ,3190,드로우앤드류 지음,다산북스,20220125,"16,000","14,400",800점,5781,자기계발
142,국내도서,운명을 바꾸는 부동산 투자 수업 : 실전편,291329225 ,9788901259314 ,4320,부동산읽어주는남자(정태익) 지음,리더스북,20220331,"16,800","15,120",840점,5512,경제경영
143,국내도서,지리의 힘,88640864 ,9788993178692 ,3300,"팀 마샬 지음, 김미선 옮김",사이,20160810,"20,000","18,000","1,000점",36336,사회과학
144,국내도서,애쓰지 않아도,293773169 ,9788960907348 ,3810,"최은영 지음, 김세희 그림",마음산책,20220430,"14,500","13,050",720점,5706,소설/시/희곡
145,국내도서,아무도 흔들 수 없는 나라,291684381 ,9788934961536 ,3340,"문재인 지음, 대통령 비서실 엮음",김영사,20220328,"20,000","18,000","1,000점",3804,사회과학
146,국내도서,채사장의 지대넓얕 2 : 자본이라는 신,285688072 ,9791197578427 ,,"채사장.마케마케 지음, 정용환 그림",돌핀북,20220112,"14,000","12,600",700점,8839,어린이
147,국내도서,삶의 격,47613915 ,9788956608075 ,3100,"페터 비에리 지음, 문항심 옮김",은행나무,20141017,"20,000","18,000","1,000점",14037,인문학
148,국내도서,잘 살아라 그게 최고의 복수다,286674266 ,9791191043631 ,3190,권민창 지음,마인드셋,20220121,"15,000","13,500",750점,4711,자기계발
149,국내도서,헤어질 결심 스토리보드북,302772666 ,9788932474786 ,3680,"이윤호 작화, 박찬욱 감독",을유문화사,20221020,"33,000","29,700","1,650점",6150,예술/대중문화
150,국내도서,우리가 빛의 속도로 갈 수 없다면,193591681 ,9791190090018 ,3810,김초엽 지음,허블,20190624,"17,000","15,300",850점,62500,소설/시/희곡
151,국내도서,해커스 토익 LC Listening(리스닝) 기본서,306405534 ,9788965424772 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240819,"18,800","16,920",940점,48750,외국어
152,국내도서,클루지 (리커버 에디션),317247589 ,9788901272085 ,3180,"개리 마커스 지음, 최호영 옮김",갤리온,20230530,"18,000","16,200",900점,8963,인문학
153,국내도서,이상한 과자 가게 전천당 16,304933127 ,9791164064748 ,73830,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20221125,"13,000","11,700",650점,5630,어린이
154,국내도서,아주 오랜만에 행복하다는 느낌,302762348 ,9788936438869 ,3810,백수린 지음,창비,20221014,"14,000","12,600",700점,11644,에세이
155,국내도서,스파이 패밀리 3,241367688 ,9791134862275 ,,엔도 타츠야 지음,학산문화사(만화),20200527,"6,000","5,400",300점,8286,만화
156,국내도서,랑랑 형제 떡집,303741099 ,9788949162485 ,74800,"김리리 지음, 김이랑 그림",비룡소,20221026,"13,000","11,700",650점,8209,어린이
157,국내도서,달러구트 꿈 백화점 (200만 부 기념 합본호 : 아메리칸드림 에디션),352924466 ,9791194246442 ,3810,이미예 지음,팩토리나인,20241202,"28,000","25,200","1,400점",4510,소설/시/희곡
158,국내도서,한 권으로 끝내는 해커스 토익 700+ (LC+RC+VOCA),285716191 ,9788965424628 ,13740,해커스어학연구소 지음,해커스어학연구소(Hackers),20230807,"19,800","17,820",990점,40547,외국어
